sex,age,culture,ID,skill,y,animal,plant,method,from,sex_pathway
1,11,Hadza,12005,X1.digtuber,1,NA,NA,Individual,NA,NA
1,13,Hadza,12006,X1.digtuber,0,NA,NA,NA,NA,NA
1,16,Hadza,12007,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,14,Hadza,12008,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,17,Hadza,12017,X1.digtuber,1,NA,NA,Individual,NA,NA
0,16,Hadza,12018,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,18,Hadza,12019,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,13,Hadza,12020,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,14,Hadza,12021,X1.digtuber,1,NA,NA,Teaching,Horizontal,NA
1,13,Hadza,12022,X1.digtuber,1,NA,NA,Observation,Vertical,Male
1,55,Hadza,12027,X1.digtuber,1,NA,NA,Observation,Vertical,Both Sexes
0,55,Hadza,12029,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12032,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,45,Hadza,12034,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12035,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12036,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,65,Hadza,12037,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,25,Hadza,12038,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12039,X1.digtuber,0,NA,NA,NA,NA,NA
1,15,Hadza,12040,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,55,Hadza,12041,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,65,Hadza,12042,X1.digtuber,1,NA,NA,Teaching,Vertical,Both Sexes
1,65,Hadza,12043,X1.digtuber,0,NA,NA,NA,NA,NA
0,65,Hadza,12044,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12045,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,25,Hadza,12046,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12049,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12051,X1.digtuber,0,NA,NA,NA,NA,NA
1,25,Hadza,12052,X1.digtuber,0,NA,NA,NA,NA,NA
1,25,Hadza,12053,X1.digtuber,1,NA,NA,Teaching,Vertical,Both Sexes
1,25,Hadza,12054,X1.digtuber,0,NA,NA,NA,NA,NA
1,35,Hadza,12055,X1.digtuber,0,NA,NA,NA,NA,NA
0,25,Hadza,12056,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12057,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12058,X1.digtuber,0,NA,NA,NA,NA,NA
1,25,Hadza,12060,X1.digtuber,1,NA,NA,Teaching,Oblique,Female
0,14,Hadza,12078,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12079,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,10,Hadza,12080,X1.digtuber,0,NA,NA,NA,NA,NA
1,7,Hadza,12081,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,15,Hadza,12083,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,45,Hadza,12084,X1.digtuber,1,NA,NA,Observation,Oblique,Female
0,45,Hadza,12085,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,55,Hadza,12086,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,55,Hadza,12087,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12089,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,65,Hadza,12090,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12091,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12093,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12094,X1.digtuber,0,NA,NA,NA,NA,NA
0,25,Hadza,12095,X1.digtuber,1,NA,NA,Individual,NA,NA
0,45,Hadza,12096,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12097,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12099,X1.digtuber,1,NA,NA,Observation,Vertical,Both Sexes
1,25,Hadza,12100,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12102,X1.digtuber,0,NA,NA,NA,NA,NA
1,11,Hadza,12104,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,9,Hadza,12105,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,7,Hadza,12106,X1.digtuber,0,NA,NA,NA,NA,NA
1,17,Hadza,12109,X1.digtuber,0,NA,NA,NA,NA,NA
1,14,Hadza,12110,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,17,Hadza,12111,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,65,Hadza,12118,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12119,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12120,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,65,Hadza,12124,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,65,Hadza,12127,X1.digtuber,0,NA,NA,NA,NA,NA
0,55,Hadza,12128,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12129,X1.digtuber,1,NA,NA,Observation,Oblique,Female
0,35,Hadza,12130,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12133,X1.digtuber,1,NA,NA,Observation,Vertical,Both Sexes
0,35,Hadza,12134,X1.digtuber,1,NA,NA,Teaching,Vertical,Both Sexes
0,9,Hadza,12138,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12139,X1.digtuber,0,NA,NA,NA,NA,NA
0,55,Hadza,12145,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,55,Hadza,12146,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12147,X1.digtuber,1,NA,NA,Teaching,Oblique,Female
0,45,Hadza,12148,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12149,X1.digtuber,1,NA,NA,Observation,Oblique,Female
0,35,Hadza,12150,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12151,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12157,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12158,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12159,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,6,Hadza,12161,X1.digtuber,1,NA,NA,Teaching,Vertical,Female
0,19,Hadza,12163,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12164,X1.digtuber,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12165,X1.digtuber,1,NA,NA,Observation,Vertical,Female
1,11,Hadza,12005,X2.firewood,1,NA,NA,Individual,NA,NA
1,13,Hadza,12006,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,16,Hadza,12007,X2.firewood,1,NA,NA,Observation,Vertical,Female
0,14,Hadza,12008,X2.firewood,1,NA,NA,Observation,Oblique,NA
0,17,Hadza,12017,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,16,Hadza,12018,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,18,Hadza,12019,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,13,Hadza,12020,X2.firewood,0,NA,NA,NA,NA,NA
1,14,Hadza,12021,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,13,Hadza,12022,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,55,Hadza,12027,X2.firewood,1,NA,NA,Observation,Vertical,Both Sexes
0,55,Hadza,12029,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12032,X2.firewood,1,NA,NA,Observation,Vertical,Female
0,45,Hadza,12034,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12035,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,35,Hadza,12036,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,65,Hadza,12037,X2.firewood,1,NA,NA,Individual,NA,NA
0,25,Hadza,12038,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12039,X2.firewood,0,NA,NA,NA,NA,NA
1,15,Hadza,12040,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,55,Hadza,12041,X2.firewood,1,NA,NA,Individual,NA,NA
1,65,Hadza,12042,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,65,Hadza,12043,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12044,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12045,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12046,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12049,X2.firewood,1,NA,NA,Individual,NA,NA
1,25,Hadza,12051,X2.firewood,0,NA,NA,NA,NA,NA
1,25,Hadza,12052,X2.firewood,1,NA,NA,Individual,NA,NA
1,25,Hadza,12053,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12054,X2.firewood,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12055,X2.firewood,1,NA,NA,Individual,NA,NA
0,25,Hadza,12056,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12057,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12058,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12060,X2.firewood,1,NA,NA,Teaching,NA,NA
0,14,Hadza,12078,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12079,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,10,Hadza,12080,X2.firewood,0,NA,NA,NA,NA,NA
1,7,Hadza,12081,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,15,Hadza,12083,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,45,Hadza,12084,X2.firewood,0,NA,NA,NA,NA,NA
0,45,Hadza,12085,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,55,Hadza,12086,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,55,Hadza,12087,X2.firewood,1,NA,NA,Observation,Vertical,Both Sexes
1,25,Hadza,12089,X2.firewood,1,NA,NA,Teaching,Oblique,Male
1,65,Hadza,12090,X2.firewood,1,NA,NA,Observation,Vertical,Male
0,25,Hadza,12091,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12093,X2.firewood,1,NA,NA,Teaching,Vertical,Both Sexes
0,25,Hadza,12094,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12095,X2.firewood,1,NA,NA,Observation,Vertical,Female
0,45,Hadza,12096,X2.firewood,1,NA,NA,Individual,NA,NA
1,45,Hadza,12097,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12099,X2.firewood,1,NA,NA,Individual,NA,NA
1,25,Hadza,12100,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12102,X2.firewood,1,NA,NA,Teaching,Vertical,Male
1,11,Hadza,12104,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,9,Hadza,12105,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,7,Hadza,12106,X2.firewood,0,NA,NA,NA,NA,NA
1,17,Hadza,12109,X2.firewood,1,NA,NA,Observation,Horizontal,Male
1,14,Hadza,12110,X2.firewood,0,NA,NA,NA,NA,NA
1,17,Hadza,12111,X2.firewood,1,NA,NA,Teaching,Vertical,Both Sexes
0,65,Hadza,12118,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12119,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12120,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,65,Hadza,12124,X2.firewood,1,NA,NA,Individual,NA,NA
1,65,Hadza,12127,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,55,Hadza,12128,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12129,X2.firewood,1,NA,NA,Individual,NA,NA
0,35,Hadza,12130,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12133,X2.firewood,1,NA,NA,Observation,Vertical,Both Sexes
0,35,Hadza,12134,X2.firewood,1,NA,NA,Teaching,Vertical,Both Sexes
0,9,Hadza,12138,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12139,X2.firewood,1,NA,NA,Individual,NA,NA
0,55,Hadza,12145,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,55,Hadza,12146,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12147,X2.firewood,1,NA,NA,Observation,Vertical,Male
0,45,Hadza,12148,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12149,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12150,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12151,X2.firewood,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12157,X2.firewood,1,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12158,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12159,X2.firewood,1,NA,NA,Observation,Vertical,Male
0,6,Hadza,12161,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,19,Hadza,12163,X2.firewood,1,NA,NA,Teaching,Vertical,Female
0,35,Hadza,12164,X2.firewood,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12165,X2.firewood,1,NA,NA,Teaching,Vertical,Female
1,11,Hadza,12005,X3.bow,0,NA,NA,NA,NA,NA
1,13,Hadza,12006,X3.bow,5,NA,NA,Individual,NA,NA
1,16,Hadza,12007,X3.bow,11,NA,NA,Observation,Vertical,Male
0,14,Hadza,12008,X3.bow,0,NA,NA,NA,NA,NA
0,17,Hadza,12017,X3.bow,0,NA,NA,NA,NA,NA
0,16,Hadza,12018,X3.bow,0,NA,NA,NA,NA,NA
1,18,Hadza,12019,X3.bow,11,NA,NA,Observation,Vertical,Male
1,13,Hadza,12020,X3.bow,4,NA,NA,Observation,Horizontal,NA
1,14,Hadza,12021,X3.bow,5,NA,NA,Teaching,Horizontal,NA
1,13,Hadza,12022,X3.bow,11,NA,NA,Observation,Vertical,Male
1,55,Hadza,12027,X3.bow,11,NA,NA,Observation,Vertical,Male
0,55,Hadza,12029,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12032,X3.bow,17,NA,NA,Teaching,Horizontal,Male
0,45,Hadza,12034,X3.bow,0,NA,NA,NA,NA,NA
1,45,Hadza,12035,X3.bow,23,NA,NA,Observation,Vertical,Male
0,35,Hadza,12036,X3.bow,0,NA,NA,NA,NA,NA
0,65,Hadza,12037,X3.bow,0,NA,NA,NA,NA,NA
0,25,Hadza,12038,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12039,X3.bow,4,NA,NA,Observation,Vertical,Male
1,15,Hadza,12040,X3.bow,11,NA,NA,Teaching,Vertical,Male
0,55,Hadza,12041,X3.bow,0,NA,NA,NA,NA,NA
1,65,Hadza,12042,X3.bow,19,NA,NA,Observation,Vertical,Male
1,65,Hadza,12043,X3.bow,11,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12044,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12045,X3.bow,13,NA,NA,Teaching,Oblique,Male
0,25,Hadza,12046,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12049,X3.bow,8,NA,NA,Teaching,Vertical,Male
1,25,Hadza,12051,X3.bow,5,NA,NA,Teaching,Vertical,Male
1,25,Hadza,12052,X3.bow,6,NA,NA,Observation,Vertical,Male
1,25,Hadza,12053,X3.bow,19,NA,NA,Teaching,Vertical,Male
1,25,Hadza,12054,X3.bow,17,NA,NA,Observation,Vertical,Male
1,35,Hadza,12055,X3.bow,5,NA,NA,Observation,Vertical,Male
0,25,Hadza,12056,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12057,X3.bow,10,NA,NA,Teaching,Vertical,Male
1,25,Hadza,12058,X3.bow,5,NA,NA,Observation,Vertical,Male
1,25,Hadza,12060,X3.bow,6,NA,NA,Teaching,Vertical,Male
0,14,Hadza,12078,X3.bow,0,NA,NA,NA,NA,NA
0,13,Hadza,12079,X3.bow,0,NA,NA,NA,NA,NA
1,10,Hadza,12080,X3.bow,1,NA,NA,Observation,Vertical,Male
1,7,Hadza,12081,X3.bow,3,NA,NA,Teaching,Vertical,Male
0,15,Hadza,12083,X3.bow,0,NA,NA,NA,NA,NA
1,45,Hadza,12084,X3.bow,12,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12085,X3.bow,0,NA,NA,NA,NA,NA
0,55,Hadza,12086,X3.bow,0,NA,NA,NA,NA,NA
1,55,Hadza,12087,X3.bow,13,NA,NA,Observation,Vertical,Male
1,25,Hadza,12089,X3.bow,19,NA,NA,Teaching,Vertical,Male
1,65,Hadza,12090,X3.bow,12,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12091,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12093,X3.bow,8,NA,NA,Teaching,Oblique,Male
0,25,Hadza,12094,X3.bow,0,NA,NA,NA,NA,NA
0,25,Hadza,12095,X3.bow,0,NA,NA,NA,NA,NA
0,45,Hadza,12096,X3.bow,0,NA,NA,NA,NA,NA
1,45,Hadza,12097,X3.bow,15,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12099,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12100,X3.bow,1,NA,NA,Observation,Horizontal,NA
1,35,Hadza,12102,X3.bow,14,NA,NA,Teaching,Vertical,Male
1,11,Hadza,12104,X3.bow,2,NA,NA,Individual,NA,NA
1,9,Hadza,12105,X3.bow,6,NA,NA,Observation,Vertical,Male
1,7,Hadza,12106,X3.bow,2,NA,NA,Individual,NA,NA
1,17,Hadza,12109,X3.bow,15,NA,NA,Teaching,Vertical,Male
1,14,Hadza,12110,X3.bow,3,NA,NA,Teaching,Vertical,Male
1,17,Hadza,12111,X3.bow,8,NA,NA,Observation,Vertical,Male
0,65,Hadza,12118,X3.bow,0,NA,NA,NA,NA,NA
0,25,Hadza,12119,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12120,X3.bow,3,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12124,X3.bow,0,NA,NA,NA,NA,NA
1,65,Hadza,12127,X3.bow,4,NA,NA,Teaching,Horizontal,Male
0,55,Hadza,12128,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12129,X3.bow,10,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12130,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12133,X3.bow,13,NA,NA,Observation,Vertical,Male
0,35,Hadza,12134,X3.bow,0,NA,NA,NA,NA,NA
0,9,Hadza,12138,X3.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12139,X3.bow,5,NA,NA,Teaching,Vertical,Male
0,55,Hadza,12145,X3.bow,0,NA,NA,NA,NA,NA
1,55,Hadza,12146,X3.bow,10,NA,NA,Observation,Vertical,Male
1,35,Hadza,12147,X3.bow,6,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12148,X3.bow,0,NA,NA,NA,NA,NA
1,45,Hadza,12149,X3.bow,4,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12150,X3.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12151,X3.bow,7,NA,NA,Teaching,Vertical,Male
1,45,Hadza,12157,X3.bow,7,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12158,X3.bow,0,NA,NA,NA,NA,NA
0,13,Hadza,12159,X3.bow,0,NA,NA,NA,NA,NA
0,6,Hadza,12161,X3.bow,0,NA,NA,NA,NA,NA
0,19,Hadza,12163,X3.bow,0,NA,NA,NA,NA,NA
0,35,Hadza,12164,X3.bow,0,NA,NA,NA,NA,NA
0,35,Hadza,12165,X3.bow,0,NA,NA,NA,NA,NA
1,11,Hadza,12005,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,13,Hadza,12006,X5.pound,0,NA,NA,NA,NA,NA
1,16,Hadza,12007,X5.pound,1,NA,NA,Observation,Vertical,Female
0,14,Hadza,12008,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,17,Hadza,12017,X5.pound,1,NA,NA,Observation,Vertical,Female
0,16,Hadza,12018,X5.pound,1,NA,NA,Observation,Vertical,Female
1,18,Hadza,12019,X5.pound,0,NA,NA,NA,NA,NA
1,13,Hadza,12020,X5.pound,0,NA,NA,NA,NA,NA
1,14,Hadza,12021,X5.pound,0,NA,NA,NA,NA,NA
1,13,Hadza,12022,X5.pound,1,NA,NA,Observation,Vertical,Female
1,55,Hadza,12027,X5.pound,0,NA,NA,NA,NA,NA
0,55,Hadza,12029,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12032,X5.pound,1,NA,NA,Observation,Oblique,Female
0,45,Hadza,12034,X5.pound,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12035,X5.pound,0,NA,NA,NA,NA,NA
0,35,Hadza,12036,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,65,Hadza,12037,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12038,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12039,X5.pound,0,NA,NA,NA,NA,NA
1,15,Hadza,12040,X5.pound,1,NA,NA,Observation,Vertical,Female
0,55,Hadza,12041,X5.pound,1,NA,NA,Observation,Vertical,Female
1,65,Hadza,12042,X5.pound,0,NA,NA,NA,NA,NA
1,65,Hadza,12043,X5.pound,0,NA,NA,NA,NA,NA
0,65,Hadza,12044,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12045,X5.pound,1,NA,NA,Observation,Vertical,Female
0,25,Hadza,12046,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12049,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12051,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12052,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12053,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12054,X5.pound,0,NA,NA,NA,NA,NA
1,35,Hadza,12055,X5.pound,0,NA,NA,NA,NA,NA
0,25,Hadza,12056,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12057,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12058,X5.pound,0,NA,NA,NA,NA,NA
1,25,Hadza,12060,X5.pound,0,NA,NA,NA,NA,NA
0,14,Hadza,12078,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12079,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,10,Hadza,12080,X5.pound,0,NA,NA,NA,NA,NA
1,7,Hadza,12081,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,15,Hadza,12083,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,45,Hadza,12084,X5.pound,0,NA,NA,NA,NA,NA
0,45,Hadza,12085,X5.pound,1,NA,NA,Observation,Oblique,Female
0,55,Hadza,12086,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,55,Hadza,12087,X5.pound,1,NA,NA,Observation,Vertical,Both Sexes
1,25,Hadza,12089,X5.pound,0,NA,NA,NA,NA,NA
1,65,Hadza,12090,X5.pound,0,NA,NA,NA,NA,NA
0,25,Hadza,12091,X5.pound,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12093,X5.pound,0,NA,NA,NA,NA,NA
0,25,Hadza,12094,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,25,Hadza,12095,X5.pound,1,NA,NA,Observation,Vertical,Female
0,45,Hadza,12096,X5.pound,1,NA,NA,Individual,NA,NA
1,45,Hadza,12097,X5.pound,0,NA,NA,NA,NA,NA
0,25,Hadza,12099,X5.pound,1,NA,NA,Observation,Vertical,Both Sexes
1,25,Hadza,12100,X5.pound,0,NA,NA,NA,NA,NA
1,35,Hadza,12102,X5.pound,0,NA,NA,NA,NA,NA
1,11,Hadza,12104,X5.pound,0,NA,NA,NA,NA,NA
1,9,Hadza,12105,X5.pound,0,NA,NA,NA,NA,NA
1,7,Hadza,12106,X5.pound,0,NA,NA,NA,NA,NA
1,17,Hadza,12109,X5.pound,0,NA,NA,NA,NA,NA
1,14,Hadza,12110,X5.pound,0,NA,NA,NA,NA,NA
1,17,Hadza,12111,X5.pound,0,NA,NA,NA,NA,NA
0,65,Hadza,12118,X5.pound,1,NA,NA,Observation,Vertical,Female
0,25,Hadza,12119,X5.pound,1,NA,NA,Observation,Vertical,Female
1,25,Hadza,12120,X5.pound,0,NA,NA,NA,NA,NA
0,65,Hadza,12124,X5.pound,1,NA,NA,Observation,Vertical,Female
1,65,Hadza,12127,X5.pound,0,NA,NA,NA,NA,NA
0,55,Hadza,12128,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12129,X5.pound,0,NA,NA,NA,NA,NA
0,35,Hadza,12130,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12133,X5.pound,0,NA,NA,NA,NA,NA
0,35,Hadza,12134,X5.pound,1,NA,NA,Observation,Vertical,Both Sexes
0,9,Hadza,12138,X5.pound,1,NA,NA,Teaching,Vertical,Female
1,25,Hadza,12139,X5.pound,0,NA,NA,NA,NA,NA
0,55,Hadza,12145,X5.pound,1,NA,NA,Observation,Vertical,Female
1,55,Hadza,12146,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12147,X5.pound,0,NA,NA,NA,NA,NA
0,45,Hadza,12148,X5.pound,1,NA,NA,Observation,Vertical,Female
1,45,Hadza,12149,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,35,Hadza,12150,X5.pound,1,NA,NA,Observation,Vertical,Female
1,35,Hadza,12151,X5.pound,0,NA,NA,NA,NA,NA
1,45,Hadza,12157,X5.pound,1,NA,NA,Individual,NA,NA
0,35,Hadza,12158,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,13,Hadza,12159,X5.pound,1,NA,NA,Observation,Vertical,Female
0,6,Hadza,12161,X5.pound,1,NA,NA,Teaching,Vertical,Female
0,19,Hadza,12163,X5.pound,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12164,X5.pound,1,NA,NA,Observation,Vertical,Female
0,35,Hadza,12165,X5.pound,1,NA,NA,Observation,Vertical,Female
1,11,Hadza,12005,X6.butcher,1,NA,NA,Teaching,Vertical,Male
1,13,Hadza,12006,X6.butcher,0,NA,NA,NA,NA,NA
1,16,Hadza,12007,X6.butcher,1,NA,NA,Observation,Vertical,Male
0,14,Hadza,12008,X6.butcher,0,NA,NA,NA,NA,NA
0,17,Hadza,12017,X6.butcher,0,NA,NA,NA,NA,NA
0,16,Hadza,12018,X6.butcher,0,NA,NA,NA,NA,NA
1,18,Hadza,12019,X6.butcher,1,NA,NA,Observation,Vertical,Male
1,13,Hadza,12020,X6.butcher,1,NA,NA,Teaching,Vertical,Male
1,14,Hadza,12021,X6.butcher,1,NA,NA,Observation,Horizontal,NA
1,13,Hadza,12022,X6.butcher,1,NA,NA,Observation,Vertical,Male
1,55,Hadza,12027,X6.butcher,1,NA,NA,Observation,Vertical,Both Sexes
0,55,Hadza,12029,X6.butcher,0,NA,NA,NA,NA,NA
