sex,age,culture,ID,skill,y,animal,plant,method,from,sex_pathway
1,11,Hadza,12104,X20.bow,1,NA,NA,Observation,Vertical,Male
1,9,Hadza,12105,X20.bow,1,NA,NA,Teaching,Vertical,Male
1,7,Hadza,12106,X20.bow,1,NA,NA,Individual,NA,NA
1,17,Hadza,12109,X20.bow,1,NA,NA,Observation,Oblique,Male
1,14,Hadza,12110,X20.bow,1,NA,NA,Observation,Vertical,Male
1,17,Hadza,12111,X20.bow,1,NA,NA,Observation,Vertical,Male
0,65,Hadza,12118,X20.bow,0,NA,NA,NA,NA,NA
0,25,Hadza,12119,X20.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12120,X20.bow,1,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12124,X20.bow,0,NA,NA,NA,NA,NA
1,65,Hadza,12127,X20.bow,0,NA,NA,NA,NA,NA
0,55,Hadza,12128,X20.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12129,X20.bow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12130,X20.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12133,X20.bow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12134,X20.bow,0,NA,NA,NA,NA,NA
0,9,Hadza,12138,X20.bow,0,NA,NA,NA,NA,NA
1,25,Hadza,12139,X20.bow,1,NA,NA,Observation,Vertical,Male
0,55,Hadza,12145,X20.bow,0,NA,NA,NA,NA,NA
1,55,Hadza,12146,X20.bow,1,NA,NA,Teaching,Vertical,Male
1,35,Hadza,12147,X20.bow,1,NA,NA,Observation,Vertical,Male
0,45,Hadza,12148,X20.bow,0,NA,NA,NA,NA,NA
1,45,Hadza,12149,X20.bow,1,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12150,X20.bow,0,NA,NA,NA,NA,NA
1,35,Hadza,12151,X20.bow,1,NA,NA,Observation,Vertical,Male
1,45,Hadza,12157,X20.bow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12158,X20.bow,0,NA,NA,NA,NA,NA
0,13,Hadza,12159,X20.bow,0,NA,NA,NA,NA,NA
0,6,Hadza,12161,X20.bow,0,NA,NA,NA,NA,NA
0,19,Hadza,12163,X20.bow,0,NA,NA,NA,NA,NA
0,35,Hadza,12164,X20.bow,0,NA,NA,NA,NA,NA
0,35,Hadza,12165,X20.bow,0,NA,NA,NA,NA,NA
1,11,Hadza,12005,X21.arrow,1,NA,NA,Teaching,Vertical,Male
1,13,Hadza,12006,X21.arrow,1,NA,NA,Individual,NA,NA
1,16,Hadza,12007,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,14,Hadza,12008,X21.arrow,0,NA,NA,NA,NA,NA
0,17,Hadza,12017,X21.arrow,0,NA,NA,NA,NA,NA
0,16,Hadza,12018,X21.arrow,0,NA,NA,NA,NA,NA
1,18,Hadza,12019,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,13,Hadza,12020,X21.arrow,1,NA,NA,Observation,Horizontal,NA
1,14,Hadza,12021,X21.arrow,1,NA,NA,Teaching,Horizontal,NA
1,13,Hadza,12022,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,55,Hadza,12027,X21.arrow,1,NA,NA,Observation,Vertical,Both Sexes
0,55,Hadza,12029,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12032,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,45,Hadza,12034,X21.arrow,0,NA,NA,NA,NA,NA
1,45,Hadza,12035,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12036,X21.arrow,0,NA,NA,NA,NA,NA
0,65,Hadza,12037,X21.arrow,0,NA,NA,NA,NA,NA
0,25,Hadza,12038,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12039,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,15,Hadza,12040,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,55,Hadza,12041,X21.arrow,0,NA,NA,NA,NA,NA
1,65,Hadza,12042,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,65,Hadza,12043,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12044,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12045,X21.arrow,1,NA,NA,Teaching,Horizontal,NA
0,25,Hadza,12046,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12049,X21.arrow,1,NA,NA,Observation,Oblique,NA
1,25,Hadza,12051,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12052,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12053,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12054,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12055,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12056,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12057,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12058,X21.arrow,1,NA,NA,Teaching,Horizontal,NA
1,25,Hadza,12060,X21.arrow,1,NA,NA,NA,NA,NA
0,14,Hadza,12078,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,13,Hadza,12079,X21.arrow,0,NA,NA,NA,NA,NA
1,10,Hadza,12080,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,7,Hadza,12081,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,15,Hadza,12083,X21.arrow,0,NA,NA,NA,NA,NA
1,45,Hadza,12084,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12085,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,55,Hadza,12086,X21.arrow,0,NA,NA,NA,NA,NA
1,55,Hadza,12087,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12089,X21.arrow,1,NA,NA,Observation,Horizontal,Male
1,65,Hadza,12090,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,25,Hadza,12091,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12093,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,25,Hadza,12094,X21.arrow,0,NA,NA,NA,NA,NA
0,25,Hadza,12095,X21.arrow,0,NA,NA,NA,NA,NA
0,45,Hadza,12096,X21.arrow,1,NA,NA,Individual,NA,NA
1,45,Hadza,12097,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12099,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12100,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12102,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,11,Hadza,12104,X21.arrow,1,NA,NA,Individual,NA,NA
1,9,Hadza,12105,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,7,Hadza,12106,X21.arrow,1,NA,NA,Individual,NA,NA
1,17,Hadza,12109,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,14,Hadza,12110,X21.arrow,1,NA,NA,Individual,NA,NA
1,17,Hadza,12111,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,65,Hadza,12118,X21.arrow,0,NA,NA,NA,NA,NA
0,25,Hadza,12119,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12120,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,65,Hadza,12124,X21.arrow,0,NA,NA,NA,NA,NA
1,65,Hadza,12127,X21.arrow,1,NA,NA,Teaching,Horizontal,Male
0,55,Hadza,12128,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12129,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12130,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12133,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12134,X21.arrow,0,NA,NA,NA,NA,NA
0,9,Hadza,12138,X21.arrow,0,NA,NA,NA,NA,NA
1,25,Hadza,12139,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,55,Hadza,12145,X21.arrow,0,NA,NA,NA,NA,NA
1,55,Hadza,12146,X21.arrow,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12147,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12148,X21.arrow,0,NA,NA,NA,NA,NA
1,45,Hadza,12149,X21.arrow,1,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12150,X21.arrow,0,NA,NA,NA,NA,NA
1,35,Hadza,12151,X21.arrow,1,NA,NA,Teaching,Vertical,Male
1,45,Hadza,12157,X21.arrow,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12158,X21.arrow,0,NA,NA,NA,NA,NA
0,13,Hadza,12159,X21.arrow,0,NA,NA,NA,NA,NA
0,6,Hadza,12161,X21.arrow,0,NA,NA,NA,NA,NA
0,19,Hadza,12163,X21.arrow,0,NA,NA,NA,NA,NA
0,35,Hadza,12164,X21.arrow,0,NA,NA,NA,NA,NA
0,35,Hadza,12165,X21.arrow,0,NA,NA,NA,NA,NA
1,11,Hadza,12005,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
1,13,Hadza,12006,X22.honeyguide,1,NA,NA,Individual,NA,NA
1,16,Hadza,12007,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,14,Hadza,12008,X22.honeyguide,0,NA,NA,NA,NA,NA
0,17,Hadza,12017,X22.honeyguide,0,NA,NA,NA,NA,NA
0,16,Hadza,12018,X22.honeyguide,0,NA,NA,NA,NA,NA
1,18,Hadza,12019,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,13,Hadza,12020,X22.honeyguide,1,NA,NA,Observation,Horizontal,NA
1,14,Hadza,12021,X22.honeyguide,1,NA,NA,Teaching,Horizontal,NA
1,13,Hadza,12022,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,55,Hadza,12027,X22.honeyguide,1,NA,NA,Observation,Vertical,Both Sexes
0,55,Hadza,12029,X22.honeyguide,0,NA,NA,NA,NA,NA
1,25,Hadza,12032,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,45,Hadza,12034,X22.honeyguide,0,NA,NA,NA,NA,NA
1,45,Hadza,12035,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12036,X22.honeyguide,0,NA,NA,NA,NA,NA
0,65,Hadza,12037,X22.honeyguide,1,NA,NA,Observation,Vertical,Both Sexes
0,25,Hadza,12038,X22.honeyguide,0,NA,NA,NA,NA,NA
1,15,Hadza,12040,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,55,Hadza,12041,X22.honeyguide,0,NA,NA,NA,NA,NA
1,65,Hadza,12042,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,65,Hadza,12043,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12044,X22.honeyguide,1,NA,NA,Teaching,Vertical,Female
1,35,Hadza,12045,X22.honeyguide,1,NA,NA,Teaching,Horizontal,NA
1,35,Hadza,12049,X22.honeyguide,1,NA,NA,Individual,NA,NA
1,25,Hadza,12051,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12052,X22.honeyguide,1,NA,NA,Observation,Oblique,NA
1,25,Hadza,12053,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12054,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12055,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,25,Hadza,12056,X22.honeyguide,0,NA,NA,NA,NA,NA
1,35,Hadza,12057,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12058,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12060,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,14,Hadza,12078,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,13,Hadza,12079,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
1,10,Hadza,12080,X22.honeyguide,0,NA,NA,NA,NA,NA
1,7,Hadza,12081,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,15,Hadza,12083,X22.honeyguide,0,NA,NA,NA,NA,NA
1,45,Hadza,12084,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12085,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,55,Hadza,12086,X22.honeyguide,1,NA,NA,Observation,Vertical,Both Sexes
1,55,Hadza,12087,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
1,25,Hadza,12089,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,65,Hadza,12090,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,25,Hadza,12091,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,25,Hadza,12093,X22.honeyguide,1,NA,NA,Observation,Oblique,Male
0,25,Hadza,12094,X22.honeyguide,0,NA,NA,NA,NA,NA
0,25,Hadza,12095,X22.honeyguide,0,NA,NA,NA,NA,NA
0,45,Hadza,12096,X22.honeyguide,0,NA,NA,NA,NA,NA
1,45,Hadza,12097,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,25,Hadza,12099,X22.honeyguide,1,NA,NA,Observation,Horizontal,Male
1,25,Hadza,12100,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,35,Hadza,12102,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,11,Hadza,12104,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,9,Hadza,12105,X22.honeyguide,1,NA,NA,Individual,NA,NA
1,7,Hadza,12106,X22.honeyguide,0,NA,NA,NA,NA,NA
1,17,Hadza,12109,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,14,Hadza,12110,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,17,Hadza,12111,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,65,Hadza,12118,X22.honeyguide,1,NA,NA,Teaching,Horizontal,Male
0,25,Hadza,12119,X22.honeyguide,0,NA,NA,NA,NA,NA
1,25,Hadza,12120,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,65,Hadza,12124,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,65,Hadza,12127,X22.honeyguide,1,NA,NA,Teaching,Horizontal,Male
0,55,Hadza,12128,X22.honeyguide,0,NA,NA,NA,NA,NA
1,35,Hadza,12129,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12130,X22.honeyguide,0,NA,NA,NA,NA,NA
1,35,Hadza,12133,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12134,X22.honeyguide,0,NA,NA,NA,NA,NA
0,9,Hadza,12138,X22.honeyguide,0,NA,NA,NA,NA,NA
1,25,Hadza,12139,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,55,Hadza,12145,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,55,Hadza,12146,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
1,35,Hadza,12147,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,45,Hadza,12148,X22.honeyguide,1,NA,NA,Observation,Vertical,Both Sexes
1,45,Hadza,12149,X22.honeyguide,1,NA,NA,Teaching,Vertical,Male
0,35,Hadza,12150,X22.honeyguide,1,NA,NA,Observation,Oblique,Male
1,35,Hadza,12151,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,45,Hadza,12157,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,35,Hadza,12158,X22.honeyguide,0,NA,NA,NA,NA,NA
0,13,Hadza,12159,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
0,6,Hadza,12161,X22.honeyguide,1,NA,NA,Teaching,Vertical,Female
0,19,Hadza,12163,X22.honeyguide,0,NA,NA,NA,NA,NA
0,35,Hadza,12164,X22.honeyguide,0,NA,NA,NA,NA,NA
0,35,Hadza,12165,X22.honeyguide,1,NA,NA,Observation,Vertical,Male
1,17,BaYaka,1006,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,12,BaYaka,1007,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,8,BaYaka,1010,X1.hole,0,NA,NA,NA,NA,NA
0,14,BaYaka,1016,X1.hole,1,NA,NA,Individual,NA,NA
0,12,BaYaka,1022,X1.hole,1,NA,NA,Observation,Vertical,Female
1,10,BaYaka,1024,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,17,BaYaka,1029,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,16,BaYaka,1032,X1.hole,1,NA,NA,Individual,NA,NA
0,15,BaYaka,1038,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,14,BaYaka,1043,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,1101,X1.hole,1,NA,NA,Observation,Vertical,Female
0,25,BaYaka,1102,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,45,BaYaka,1103,X1.hole,1,NA,NA,Observation,Vertical,Female
0,45,BaYaka,1104,X1.hole,1,NA,NA,Teaching,Vertical,Male
1,45,BaYaka,1105,X1.hole,1,NA,NA,Teaching,Vertical,Male
0,45,BaYaka,1106,X1.hole,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,1107,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,1108,X1.hole,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,1109,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,45,BaYaka,1110,X1.hole,1,NA,NA,Observation,Vertical,Female
0,65,BaYaka,1111,X1.hole,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,1112,X1.hole,1,NA,NA,Observation,Vertical,Female
1,35,BaYaka,1113,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,1114,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,65,BaYaka,1115,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,1116,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,55,BaYaka,1117,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,55,BaYaka,1118,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,1119,X1.hole,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,1120,X1.hole,1,NA,NA,Individual,NA,NA
0,25,BaYaka,1121,X1.hole,1,NA,NA,Observation,Vertical,Female
1,25,BaYaka,1122,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,55,BaYaka,1123,X1.hole,1,NA,NA,Teaching,Vertical,Male
1,45,BaYaka,2024,X1.hole,1,NA,NA,Observation,Vertical,Male
0,45,BaYaka,2025,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2034,X1.hole,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2035,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,14,BaYaka,2508,X1.hole,0,NA,NA,NA,NA,NA
1,12,BaYaka,2524,X1.hole,1,NA,NA,Teaching,Vertical,Both Sexes
1,14,BaYaka,2526,X1.hole,1,NA,NA,Observation,Vertical,Male
0,14,BaYaka,2583,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,14,BaYaka,2585,X1.hole,1,NA,NA,Observation,Vertical,Female
0,18,BaYaka,2587,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,13,BaYaka,2588,X1.hole,1,NA,NA,Observation,Vertical,Female
1,14,BaYaka,2594,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,16,BaYaka,2596,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,17,BaYaka,2599,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,17,BaYaka,2600,X1.hole,1,NA,NA,Observation,Vertical,Female
1,35,BaYaka,2604,X1.hole,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2607,X1.hole,1,NA,NA,Individual,NA,NA
1,65,BaYaka,2608,X1.hole,1,NA,NA,Teaching,Vertical,Male
1,35,BaYaka,2609,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2610,X1.hole,1,NA,NA,Teaching,Vertical,Male
1,65,BaYaka,2612,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2613,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2623,X1.hole,1,NA,NA,Observation,Vertical,Female
0,65,BaYaka,2655,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,25,BaYaka,2656,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2658,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2660,X1.hole,1,NA,NA,Individual,NA,NA
0,18,BaYaka,2661,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2663,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,16,BaYaka,2664,X1.hole,1,NA,NA,Observation,Vertical,Female
0,55,BaYaka,2666,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2667,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2668,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,45,BaYaka,2673,X1.hole,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2678,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,2899,X1.hole,1,NA,NA,Teaching,Vertical,Female
0,25,BaYaka,2999,X1.hole,1,NA,NA,Teaching,Vertical,Female
1,17,BaYaka,1006,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,12,BaYaka,1007,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,8,BaYaka,1010,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,14,BaYaka,1016,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,12,BaYaka,1022,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,10,BaYaka,1024,X2.smalltree,0,NA,NA,NA,NA,NA
0,17,BaYaka,1029,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,16,BaYaka,1032,X2.smalltree,1,NA,NA,Individual,NA,NA
0,15,BaYaka,1038,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,14,BaYaka,1043,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,25,BaYaka,1101,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,25,BaYaka,1102,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,45,BaYaka,1103,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,45,BaYaka,1104,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,45,BaYaka,1105,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,45,BaYaka,1106,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,1107,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,1108,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,1109,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,45,BaYaka,1110,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,65,BaYaka,1111,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,1112,X2.smalltree,1,NA,NA,Observation,Vertical,Female
1,35,BaYaka,1113,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,1114,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,65,BaYaka,1115,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,1116,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,55,BaYaka,1117,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,55,BaYaka,1118,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,1119,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,1120,X2.smalltree,1,NA,NA,Individual,NA,NA
0,25,BaYaka,1121,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,1122,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,55,BaYaka,1123,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,45,BaYaka,2024,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,45,BaYaka,2025,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2034,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2035,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,14,BaYaka,2508,X2.smalltree,1,NA,NA,Observation,Vertical,Male
1,12,BaYaka,2524,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,14,BaYaka,2526,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,14,BaYaka,2583,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,14,BaYaka,2585,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,18,BaYaka,2587,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,13,BaYaka,2588,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,14,BaYaka,2594,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,16,BaYaka,2596,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,17,BaYaka,2599,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,17,BaYaka,2600,X2.smalltree,1,NA,NA,Individual,NA,NA
1,35,BaYaka,2604,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2607,X2.smalltree,1,NA,NA,Individual,NA,NA
1,65,BaYaka,2608,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,35,BaYaka,2609,X2.smalltree,1,NA,NA,Observation,Vertical,Female
1,35,BaYaka,2610,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
1,65,BaYaka,2612,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,35,BaYaka,2613,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2623,X2.smalltree,1,NA,NA,Observation,Vertical,Female
0,65,BaYaka,2655,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,25,BaYaka,2656,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2658,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2660,X2.smalltree,1,NA,NA,Individual,NA,NA
0,18,BaYaka,2661,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,35,BaYaka,2663,X2.smalltree,1,NA,NA,Observation,Vertical,Male
1,16,BaYaka,2664,X2.smalltree,1,NA,NA,Observation,Vertical,Male
0,55,BaYaka,2666,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2667,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
0,35,BaYaka,2668,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,45,BaYaka,2673,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,35,BaYaka,2678,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,25,BaYaka,2899,X2.smalltree,1,NA,NA,Teaching,Vertical,Male
0,25,BaYaka,2999,X2.smalltree,1,NA,NA,Teaching,Vertical,Female
1,17,BaYaka,1006,X3.bigtree,1,NA,NA,Teaching,Vertical,Male
1,12,BaYaka,1007,X3.bigtree,0,NA,NA,NA,NA,NA
1,8,BaYaka,1010,X3.bigtree,0,NA,NA,NA,NA,NA
0,14,BaYaka,1016,X3.bigtree,0,NA,NA,NA,NA,NA
0,12,BaYaka,1022,X3.bigtree,0,NA,NA,NA,NA,NA
1,10,BaYaka,1024,X3.bigtree,0,NA,NA,NA,NA,NA
0,17,BaYaka,1029,X3.bigtree,0,NA,NA,NA,NA,NA
