skill,ID,age,sex,culture,endorse,meanz
X2.firewood,12124,65,0,Hadza,1,-1.117374504
X2.firewood,12127,65,1,Hadza,1,-1.117374504
X2.firewood,12128,55,0,Hadza,1,-1.117374504
X2.firewood,12129,35,1,Hadza,1,-1.117374504
X2.firewood,12130,35,0,Hadza,1,-1.117374504
X2.firewood,12133,35,1,Hadza,1,-1.117374504
X2.firewood,12134,35,0,Hadza,1,-1.117374504
X2.firewood,12138,9,0,Hadza,1,-1.117374504
X2.firewood,12139,25,1,Hadza,1,-1.117374504
X2.firewood,12145,55,0,Hadza,1,-1.117374504
X2.firewood,12146,55,1,Hadza,1,-1.117374504
X2.firewood,12147,35,1,Hadza,1,-1.117374504
X2.firewood,12148,45,0,Hadza,1,-1.117374504
X2.firewood,12149,45,1,Hadza,1,-1.117374504
X2.firewood,12150,35,0,Hadza,1,-1.117374504
X2.firewood,12151,35,1,Hadza,1,-1.117374504
X2.firewood,12157,45,1,Hadza,1,-1.117374504
X2.firewood,12158,35,0,Hadza,1,-1.117374504
X2.firewood,12159,13,0,Hadza,1,-1.117374504
X2.firewood,12161,6,0,Hadza,1,-1.117374504
X2.firewood,12163,19,0,Hadza,1,-1.117374504
X2.firewood,12164,35,0,Hadza,1,-1.117374504
X2.firewood,12165,35,0,Hadza,1,-1.117374504
X20.bow,12005,11,1,Hadza,1,-0.07806315
X20.bow,12006,13,1,Hadza,0,-0.07806315
X20.bow,12007,16,1,Hadza,1,-0.07806315
X20.bow,12008,14,0,Hadza,0,-0.07806315
X20.bow,12017,17,0,Hadza,0,-0.07806315
X20.bow,12018,16,0,Hadza,0,-0.07806315
X20.bow,12019,18,1,Hadza,1,-0.07806315
X20.bow,12020,13,1,Hadza,0,-0.07806315
X20.bow,12021,14,1,Hadza,1,-0.07806315
X20.bow,12022,13,1,Hadza,1,-0.07806315
X20.bow,12027,55,1,Hadza,1,-0.07806315
X20.bow,12029,55,0,Hadza,0,-0.07806315
X20.bow,12032,25,1,Hadza,1,-0.07806315
X20.bow,12034,45,0,Hadza,0,-0.07806315
X20.bow,12035,45,1,Hadza,1,-0.07806315
X20.bow,12036,35,0,Hadza,0,-0.07806315
X20.bow,12037,65,0,Hadza,0,-0.07806315
X20.bow,12038,25,0,Hadza,0,-0.07806315
X20.bow,12039,25,1,Hadza,1,-0.07806315
X20.bow,12040,15,1,Hadza,1,-0.07806315
X20.bow,12041,55,0,Hadza,0,-0.07806315
X20.bow,12042,65,1,Hadza,1,-0.07806315
X20.bow,12043,65,1,Hadza,1,-0.07806315
X20.bow,12044,65,0,Hadza,0,-0.07806315
X20.bow,12045,35,1,Hadza,1,-0.07806315
X20.bow,12046,25,0,Hadza,0,-0.07806315
X20.bow,12049,35,1,Hadza,1,-0.07806315
X20.bow,12051,25,1,Hadza,0,-0.07806315
X20.bow,12052,25,1,Hadza,1,-0.07806315
X20.bow,12053,25,1,Hadza,1,-0.07806315
X20.bow,12054,25,1,Hadza,1,-0.07806315
X20.bow,12055,35,1,Hadza,1,-0.07806315
X20.bow,12056,25,0,Hadza,0,-0.07806315
X20.bow,12057,35,1,Hadza,1,-0.07806315
X20.bow,12058,25,1,Hadza,1,-0.07806315
X20.bow,12060,25,1,Hadza,1,-0.07806315
X20.bow,12078,14,0,Hadza,0,-0.07806315
X20.bow,12079,13,0,Hadza,0,-0.07806315
X20.bow,12080,10,1,Hadza,0,-0.07806315
X20.bow,12081,7,1,Hadza,1,-0.07806315
X20.bow,12083,15,0,Hadza,0,-0.07806315
X20.bow,12084,45,1,Hadza,1,-0.07806315
X20.bow,12085,45,0,Hadza,0,-0.07806315
X20.bow,12086,55,0,Hadza,0,-0.07806315
X20.bow,12087,55,1,Hadza,1,-0.07806315
X20.bow,12089,25,1,Hadza,1,-0.07806315
X20.bow,12090,65,1,Hadza,1,-0.07806315
X20.bow,12091,25,0,Hadza,0,-0.07806315
X20.bow,12093,25,1,Hadza,1,-0.07806315
X20.bow,12094,25,0,Hadza,0,-0.07806315
X20.bow,12095,25,0,Hadza,0,-0.07806315
X20.bow,12096,45,0,Hadza,0,-0.07806315
X20.bow,12097,45,1,Hadza,1,-0.07806315
X20.bow,12099,25,0,Hadza,0,-0.07806315
X20.bow,12100,25,1,Hadza,1,-0.07806315
X20.bow,12102,35,1,Hadza,1,-0.07806315
X20.bow,12104,11,1,Hadza,1,-0.07806315
X20.bow,12105,9,1,Hadza,1,-0.07806315
X20.bow,12106,7,1,Hadza,1,-0.07806315
X20.bow,12109,17,1,Hadza,1,-0.07806315
X20.bow,12110,14,1,Hadza,1,-0.07806315
X20.bow,12111,17,1,Hadza,1,-0.07806315
X20.bow,12118,65,0,Hadza,0,-0.07806315
X20.bow,12119,25,0,Hadza,0,-0.07806315
X20.bow,12120,25,1,Hadza,1,-0.07806315
X20.bow,12124,65,0,Hadza,0,-0.07806315
X20.bow,12127,65,1,Hadza,0,-0.07806315
X20.bow,12128,55,0,Hadza,0,-0.07806315
X20.bow,12129,35,1,Hadza,1,-0.07806315
X20.bow,12130,35,0,Hadza,0,-0.07806315
X20.bow,12133,35,1,Hadza,1,-0.07806315
X20.bow,12134,35,0,Hadza,0,-0.07806315
X20.bow,12138,9,0,Hadza,0,-0.07806315
X20.bow,12139,25,1,Hadza,1,-0.07806315
X20.bow,12145,55,0,Hadza,0,-0.07806315
X20.bow,12146,55,1,Hadza,1,-0.07806315
X20.bow,12147,35,1,Hadza,1,-0.07806315
X20.bow,12148,45,0,Hadza,0,-0.07806315
X20.bow,12149,45,1,Hadza,1,-0.07806315
X20.bow,12150,35,0,Hadza,0,-0.07806315
X20.bow,12151,35,1,Hadza,1,-0.07806315
X20.bow,12157,45,1,Hadza,1,-0.07806315
X20.bow,12158,35,0,Hadza,0,-0.07806315
X20.bow,12159,13,0,Hadza,0,-0.07806315
X20.bow,12161,6,0,Hadza,0,-0.07806315
X20.bow,12163,19,0,Hadza,0,-0.07806315
X20.bow,12164,35,0,Hadza,0,-0.07806315
X20.bow,12165,35,0,Hadza,0,-0.07806315
X21.arrow,12005,11,1,Hadza,1,-0.260210501
X21.arrow,12006,13,1,Hadza,1,-0.260210501
X21.arrow,12007,16,1,Hadza,1,-0.260210501
X21.arrow,12008,14,0,Hadza,0,-0.260210501
X21.arrow,12017,17,0,Hadza,0,-0.260210501
X21.arrow,12018,16,0,Hadza,0,-0.260210501
X21.arrow,12019,18,1,Hadza,1,-0.260210501
X21.arrow,12020,13,1,Hadza,1,-0.260210501
X21.arrow,12021,14,1,Hadza,1,-0.260210501
X21.arrow,12022,13,1,Hadza,1,-0.260210501
X21.arrow,12027,55,1,Hadza,1,-0.260210501
X21.arrow,12029,55,0,Hadza,0,-0.260210501
X21.arrow,12032,25,1,Hadza,1,-0.260210501
X21.arrow,12034,45,0,Hadza,0,-0.260210501
X21.arrow,12035,45,1,Hadza,1,-0.260210501
X21.arrow,12036,35,0,Hadza,0,-0.260210501
X21.arrow,12037,65,0,Hadza,0,-0.260210501
X21.arrow,12038,25,0,Hadza,0,-0.260210501
X21.arrow,12039,25,1,Hadza,1,-0.260210501
X21.arrow,12040,15,1,Hadza,1,-0.260210501
X21.arrow,12041,55,0,Hadza,0,-0.260210501
X21.arrow,12042,65,1,Hadza,1,-0.260210501
X21.arrow,12043,65,1,Hadza,1,-0.260210501
X21.arrow,12044,65,0,Hadza,0,-0.260210501
X21.arrow,12045,35,1,Hadza,1,-0.260210501
X21.arrow,12046,25,0,Hadza,0,-0.260210501
X21.arrow,12049,35,1,Hadza,1,-0.260210501
X21.arrow,12051,25,1,Hadza,1,-0.260210501
X21.arrow,12052,25,1,Hadza,1,-0.260210501
X21.arrow,12053,25,1,Hadza,1,-0.260210501
X21.arrow,12054,25,1,Hadza,1,-0.260210501
X21.arrow,12055,35,1,Hadza,1,-0.260210501
X21.arrow,12056,25,0,Hadza,0,-0.260210501
X21.arrow,12057,35,1,Hadza,1,-0.260210501
X21.arrow,12058,25,1,Hadza,1,-0.260210501
X21.arrow,12060,25,1,Hadza,1,-0.260210501
X21.arrow,12078,14,0,Hadza,1,-0.260210501
X21.arrow,12079,13,0,Hadza,0,-0.260210501
X21.arrow,12080,10,1,Hadza,1,-0.260210501
X21.arrow,12081,7,1,Hadza,1,-0.260210501
X21.arrow,12083,15,0,Hadza,0,-0.260210501
X21.arrow,12084,45,1,Hadza,1,-0.260210501
X21.arrow,12085,45,0,Hadza,1,-0.260210501
X21.arrow,12086,55,0,Hadza,0,-0.260210501
X21.arrow,12087,55,1,Hadza,1,-0.260210501
X21.arrow,12089,25,1,Hadza,1,-0.260210501
X21.arrow,12090,65,1,Hadza,1,-0.260210501
X21.arrow,12091,25,0,Hadza,0,-0.260210501
X21.arrow,12093,25,1,Hadza,1,-0.260210501
X21.arrow,12094,25,0,Hadza,0,-0.260210501
X21.arrow,12095,25,0,Hadza,0,-0.260210501
X21.arrow,12096,45,0,Hadza,1,-0.260210501
X21.arrow,12097,45,1,Hadza,1,-0.260210501
X21.arrow,12099,25,0,Hadza,0,-0.260210501
X21.arrow,12100,25,1,Hadza,1,-0.260210501
X21.arrow,12102,35,1,Hadza,1,-0.260210501
X21.arrow,12104,11,1,Hadza,1,-0.260210501
X21.arrow,12105,9,1,Hadza,1,-0.260210501
X21.arrow,12106,7,1,Hadza,1,-0.260210501
X21.arrow,12109,17,1,Hadza,1,-0.260210501
X21.arrow,12110,14,1,Hadza,1,-0.260210501
X21.arrow,12111,17,1,Hadza,1,-0.260210501
X21.arrow,12118,65,0,Hadza,0,-0.260210501
X21.arrow,12119,25,0,Hadza,0,-0.260210501
X21.arrow,12120,25,1,Hadza,1,-0.260210501
X21.arrow,12124,65,0,Hadza,0,-0.260210501
X21.arrow,12127,65,1,Hadza,1,-0.260210501
X21.arrow,12128,55,0,Hadza,0,-0.260210501
X21.arrow,12129,35,1,Hadza,1,-0.260210501
X21.arrow,12130,35,0,Hadza,0,-0.260210501
X21.arrow,12133,35,1,Hadza,1,-0.260210501
X21.arrow,12134,35,0,Hadza,0,-0.260210501
X21.arrow,12138,9,0,Hadza,0,-0.260210501
X21.arrow,12139,25,1,Hadza,1,-0.260210501
X21.arrow,12145,55,0,Hadza,0,-0.260210501
X21.arrow,12146,55,1,Hadza,1,-0.260210501
X21.arrow,12147,35,1,Hadza,1,-0.260210501
X21.arrow,12148,45,0,Hadza,0,-0.260210501
X21.arrow,12149,45,1,Hadza,1,-0.260210501
X21.arrow,12150,35,0,Hadza,0,-0.260210501
X21.arrow,12151,35,1,Hadza,1,-0.260210501
X21.arrow,12157,45,1,Hadza,1,-0.260210501
X21.arrow,12158,35,0,Hadza,0,-0.260210501
X21.arrow,12159,13,0,Hadza,0,-0.260210501
X21.arrow,12161,6,0,Hadza,0,-0.260210501
X21.arrow,12163,19,0,Hadza,0,-0.260210501
X21.arrow,12164,35,0,Hadza,0,-0.260210501
X21.arrow,12165,35,0,Hadza,0,-0.260210501
X22.honeyguide,12005,11,1,Hadza,1,-0.174494101
X22.honeyguide,12006,13,1,Hadza,1,-0.174494101
X22.honeyguide,12007,16,1,Hadza,1,-0.174494101
X22.honeyguide,12008,14,0,Hadza,0,-0.174494101
X22.honeyguide,12017,17,0,Hadza,0,-0.174494101
X22.honeyguide,12018,16,0,Hadza,0,-0.174494101
X22.honeyguide,12019,18,1,Hadza,1,-0.174494101
X22.honeyguide,12020,13,1,Hadza,1,-0.174494101
X22.honeyguide,12021,14,1,Hadza,1,-0.174494101
X22.honeyguide,12022,13,1,Hadza,1,-0.174494101
X22.honeyguide,12027,55,1,Hadza,1,-0.174494101
X22.honeyguide,12029,55,0,Hadza,0,-0.174494101
X22.honeyguide,12032,25,1,Hadza,1,-0.174494101
X22.honeyguide,12034,45,0,Hadza,0,-0.174494101
X22.honeyguide,12035,45,1,Hadza,1,-0.174494101
X22.honeyguide,12036,35,0,Hadza,0,-0.174494101
X22.honeyguide,12037,65,0,Hadza,1,-0.174494101
X22.honeyguide,12038,25,0,Hadza,0,-0.174494101
X22.honeyguide,12040,15,1,Hadza,1,-0.174494101
X22.honeyguide,12041,55,0,Hadza,0,-0.174494101
X22.honeyguide,12042,65,1,Hadza,1,-0.174494101
X22.honeyguide,12043,65,1,Hadza,1,-0.174494101
X22.honeyguide,12044,65,0,Hadza,1,-0.174494101
X22.honeyguide,12045,35,1,Hadza,1,-0.174494101
X22.honeyguide,12049,35,1,Hadza,1,-0.174494101
X22.honeyguide,12051,25,1,Hadza,1,-0.174494101
X22.honeyguide,12052,25,1,Hadza,1,-0.174494101
X22.honeyguide,12053,25,1,Hadza,1,-0.174494101
X22.honeyguide,12054,25,1,Hadza,1,-0.174494101
X22.honeyguide,12055,35,1,Hadza,1,-0.174494101
X22.honeyguide,12056,25,0,Hadza,0,-0.174494101
X22.honeyguide,12057,35,1,Hadza,1,-0.174494101
X22.honeyguide,12058,25,1,Hadza,1,-0.174494101
X22.honeyguide,12060,25,1,Hadza,1,-0.174494101
X22.honeyguide,12078,14,0,Hadza,1,-0.174494101
X22.honeyguide,12079,13,0,Hadza,1,-0.174494101
X22.honeyguide,12080,10,1,Hadza,0,-0.174494101
X22.honeyguide,12081,7,1,Hadza,1,-0.174494101
X22.honeyguide,12083,15,0,Hadza,0,-0.174494101
X22.honeyguide,12084,45,1,Hadza,1,-0.174494101
X22.honeyguide,12085,45,0,Hadza,1,-0.174494101
X22.honeyguide,12086,55,0,Hadza,1,-0.174494101
X22.honeyguide,12087,55,1,Hadza,1,-0.174494101
X22.honeyguide,12089,25,1,Hadza,1,-0.174494101
X22.honeyguide,12090,65,1,Hadza,1,-0.174494101
X22.honeyguide,12091,25,0,Hadza,1,-0.174494101
X22.honeyguide,12093,25,1,Hadza,1,-0.174494101
X22.honeyguide,12094,25,0,Hadza,0,-0.174494101
X22.honeyguide,12095,25,0,Hadza,0,-0.174494101
X22.honeyguide,12096,45,0,Hadza,0,-0.174494101
X22.honeyguide,12097,45,1,Hadza,1,-0.174494101
X22.honeyguide,12099,25,0,Hadza,1,-0.174494101
X22.honeyguide,12100,25,1,Hadza,1,-0.174494101
X22.honeyguide,12102,35,1,Hadza,1,-0.174494101
X22.honeyguide,12104,11,1,Hadza,1,-0.174494101
X22.honeyguide,12105,9,1,Hadza,1,-0.174494101
X22.honeyguide,12106,7,1,Hadza,0,-0.174494101
X22.honeyguide,12109,17,1,Hadza,1,-0.174494101
X22.honeyguide,12110,14,1,Hadza,1,-0.174494101
X22.honeyguide,12111,17,1,Hadza,1,-0.174494101
X22.honeyguide,12118,65,0,Hadza,1,-0.174494101
X22.honeyguide,12119,25,0,Hadza,0,-0.174494101
X22.honeyguide,12120,25,1,Hadza,1,-0.174494101
X22.honeyguide,12124,65,0,Hadza,1,-0.174494101
X22.honeyguide,12127,65,1,Hadza,1,-0.174494101
X22.honeyguide,12128,55,0,Hadza,0,-0.174494101
X22.honeyguide,12129,35,1,Hadza,1,-0.174494101
X22.honeyguide,12130,35,0,Hadza,0,-0.174494101
X22.honeyguide,12133,35,1,Hadza,1,-0.174494101
X22.honeyguide,12134,35,0,Hadza,0,-0.174494101
X22.honeyguide,12138,9,0,Hadza,0,-0.174494101
X22.honeyguide,12139,25,1,Hadza,1,-0.174494101
X22.honeyguide,12145,55,0,Hadza,1,-0.174494101
X22.honeyguide,12146,55,1,Hadza,1,-0.174494101
X22.honeyguide,12147,35,1,Hadza,1,-0.174494101
X22.honeyguide,12148,45,0,Hadza,1,-0.174494101
X22.honeyguide,12149,45,1,Hadza,1,-0.174494101
X22.honeyguide,12150,35,0,Hadza,1,-0.174494101
X22.honeyguide,12151,35,1,Hadza,1,-0.174494101
X22.honeyguide,12157,45,1,Hadza,1,-0.174494101
X22.honeyguide,12158,35,0,Hadza,0,-0.174494101
X22.honeyguide,12159,13,0,Hadza,1,-0.174494101
X22.honeyguide,12161,6,0,Hadza,1,-0.174494101
X22.honeyguide,12163,19,0,Hadza,0,-0.174494101
X22.honeyguide,12164,35,0,Hadza,0,-0.174494101
X22.honeyguide,12165,35,0,Hadza,1,-0.174494101
X3.bow,12005,11,1,Hadza,0,1.604121205
X3.bow,12006,13,1,Hadza,1,1.604121205
X3.bow,12007,16,1,Hadza,1,1.604121205
X3.bow,12008,14,0,Hadza,0,1.604121205
X3.bow,12017,17,0,Hadza,0,1.604121205
X3.bow,12018,16,0,Hadza,0,1.604121205
X3.bow,12019,18,1,Hadza,1,1.604121205
X3.bow,12020,13,1,Hadza,0,1.604121205
X3.bow,12021,14,1,Hadza,1,1.604121205
X3.bow,12022,13,1,Hadza,1,1.604121205
X3.bow,12027,55,1,Hadza,1,1.604121205
X3.bow,12029,55,0,Hadza,0,1.604121205
X3.bow,12032,25,1,Hadza,1,1.604121205
X3.bow,12034,45,0,Hadza,0,1.604121205
X3.bow,12035,45,1,Hadza,1,1.604121205
X3.bow,12036,35,0,Hadza,0,1.604121205
X3.bow,12037,65,0,Hadza,0,1.604121205
X3.bow,12038,25,0,Hadza,0,1.604121205
X3.bow,12039,25,1,Hadza,0,1.604121205
X3.bow,12040,15,1,Hadza,1,1.604121205
X3.bow,12041,55,0,Hadza,0,1.604121205
X3.bow,12042,65,1,Hadza,1,1.604121205
X3.bow,12043,65,1,Hadza,1,1.604121205
X3.bow,12044,65,0,Hadza,0,1.604121205
X3.bow,12045,35,1,Hadza,1,1.604121205
X3.bow,12046,25,0,Hadza,0,1.604121205
X3.bow,12049,35,1,Hadza,1,1.604121205
X3.bow,12051,25,1,Hadza,1,1.604121205
X3.bow,12052,25,1,Hadza,1,1.604121205
X3.bow,12053,25,1,Hadza,1,1.604121205
X3.bow,12054,25,1,Hadza,1,1.604121205
X3.bow,12055,35,1,Hadza,1,1.604121205
X3.bow,12056,25,0,Hadza,0,1.604121205
X3.bow,12057,35,1,Hadza,1,1.604121205
X3.bow,12058,25,1,Hadza,1,1.604121205
X3.bow,12060,25,1,Hadza,1,1.604121205
X3.bow,12078,14,0,Hadza,0,1.604121205
X3.bow,12079,13,0,Hadza,0,1.604121205
X3.bow,12080,10,1,Hadza,0,1.604121205
X3.bow,12081,7,1,Hadza,0,1.604121205
X3.bow,12083,15,0,Hadza,0,1.604121205
X3.bow,12084,45,1,Hadza,1,1.604121205
X3.bow,12085,45,0,Hadza,0,1.604121205
X3.bow,12086,55,0,Hadza,0,1.604121205
X3.bow,12087,55,1,Hadza,1,1.604121205
X3.bow,12089,25,1,Hadza,1,1.604121205
X3.bow,12090,65,1,Hadza,1,1.604121205
X3.bow,12091,25,0,Hadza,0,1.604121205
X3.bow,12093,25,1,Hadza,1,1.604121205
X3.bow,12094,25,0,Hadza,0,1.604121205
X3.bow,12095,25,0,Hadza,0,1.604121205
X3.bow,12096,45,0,Hadza,0,1.604121205
X3.bow,12097,45,1,Hadza,1,1.604121205
X3.bow,12099,25,0,Hadza,0,1.604121205
X3.bow,12100,25,1,Hadza,0,1.604121205
X3.bow,12102,35,1,Hadza,1,1.604121205
X3.bow,12104,11,1,Hadza,0,1.604121205
X3.bow,12105,9,1,Hadza,1,1.604121205
X3.bow,12106,7,1,Hadza,0,1.604121205
X3.bow,12109,17,1,Hadza,1,1.604121205
X3.bow,12110,14,1,Hadza,0,1.604121205
X3.bow,12111,17,1,Hadza,1,1.604121205
X3.bow,12118,65,0,Hadza,0,1.604121205
X3.bow,12119,25,0,Hadza,0,1.604121205
X3.bow,12120,25,1,Hadza,0,1.604121205
X3.bow,12124,65,0,Hadza,0,1.604121205
X3.bow,12127,65,1,Hadza,0,1.604121205
X3.bow,12128,55,0,Hadza,0,1.604121205
X3.bow,12129,35,1,Hadza,1,1.604121205
X3.bow,12130,35,0,Hadza,0,1.604121205
X3.bow,12133,35,1,Hadza,1,1.604121205
X3.bow,12134,35,0,Hadza,0,1.604121205
X3.bow,12138,9,0,Hadza,0,1.604121205
X3.bow,12139,25,1,Hadza,1,1.604121205
X3.bow,12145,55,0,Hadza,0,1.604121205
X3.bow,12146,55,1,Hadza,1,1.604121205
X3.bow,12147,35,1,Hadza,1,1.604121205
X3.bow,12148,45,0,Hadza,0,1.604121205
X3.bow,12149,45,1,Hadza,0,1.604121205
X3.bow,12150,35,0,Hadza,0,1.604121205
X3.bow,12151,35,1,Hadza,1,1.604121205
X3.bow,12157,45,1,Hadza,1,1.604121205
X3.bow,12158,35,0,Hadza,0,1.604121205
X3.bow,12159,13,0,Hadza,0,1.604121205
X3.bow,12161,6,0,Hadza,0,1.604121205
X3.bow,12163,19,0,Hadza,0,1.604121205
X3.bow,12164,35,0,Hadza,0,1.604121205
X3.bow,12165,35,0,Hadza,0,1.604121205
X5.pound,12005,11,1,Hadza,1,0.511237102
X5.pound,12006,13,1,Hadza,0,0.511237102
X5.pound,12007,16,1,Hadza,1,0.511237102
X5.pound,12008,14,0,Hadza,1,0.511237102
X5.pound,12017,17,0,Hadza,1,0.511237102
X5.pound,12018,16,0,Hadza,1,0.511237102
X5.pound,12019,18,1,Hadza,0,0.511237102
X5.pound,12020,13,1,Hadza,0,0.511237102
X5.pound,12021,14,1,Hadza,0,0.511237102
X5.pound,12022,13,1,Hadza,1,0.511237102
X5.pound,12027,55,1,Hadza,0,0.511237102
X5.pound,12029,55,0,Hadza,1,0.511237102
X5.pound,12032,25,1,Hadza,1,0.511237102
X5.pound,12034,45,0,Hadza,1,0.511237102
X5.pound,12035,45,1,Hadza,0,0.511237102
X5.pound,12036,35,0,Hadza,1,0.511237102
X5.pound,12037,65,0,Hadza,1,0.511237102
X5.pound,12038,25,0,Hadza,1,0.511237102
X5.pound,12039,25,1,Hadza,0,0.511237102
X5.pound,12040,15,1,Hadza,1,0.511237102
X5.pound,12041,55,0,Hadza,1,0.511237102
X5.pound,12042,65,1,Hadza,0,0.511237102
X5.pound,12043,65,1,Hadza,0,0.511237102
X5.pound,12044,65,0,Hadza,1,0.511237102
X5.pound,12045,35,1,Hadza,1,0.511237102
X5.pound,12046,25,0,Hadza,1,0.511237102
X5.pound,12049,35,1,Hadza,0,0.511237102
X5.pound,12051,25,1,Hadza,0,0.511237102
X5.pound,12052,25,1,Hadza,0,0.511237102
X5.pound,12053,25,1,Hadza,0,0.511237102
X5.pound,12054,25,1,Hadza,0,0.511237102
X5.pound,12055,35,1,Hadza,0,0.511237102
X5.pound,12056,25,0,Hadza,1,0.511237102
X5.pound,12057,35,1,Hadza,0,0.511237102
X5.pound,12058,25,1,Hadza,0,0.511237102
X5.pound,12060,25,1,Hadza,0,0.511237102
X5.pound,12078,14,0,Hadza,1,0.511237102
X5.pound,12079,13,0,Hadza,1,0.511237102
X5.pound,12080,10,1,Hadza,0,0.511237102
X5.pound,12081,7,1,Hadza,1,0.511237102
X5.pound,12083,15,0,Hadza,1,0.511237102
X5.pound,12084,45,1,Hadza,0,0.511237102
X5.pound,12085,45,0,Hadza,1,0.511237102
X5.pound,12086,55,0,Hadza,1,0.511237102
X5.pound,12087,55,1,Hadza,1,0.511237102
X5.pound,12089,25,1,Hadza,0,0.511237102
X5.pound,12090,65,1,Hadza,0,0.511237102
X5.pound,12091,25,0,Hadza,1,0.511237102
X5.pound,12093,25,1,Hadza,0,0.511237102
X5.pound,12094,25,0,Hadza,1,0.511237102
X5.pound,12095,25,0,Hadza,1,0.511237102
X5.pound,12096,45,0,Hadza,1,0.511237102
X5.pound,12097,45,1,Hadza,0,0.511237102
X5.pound,12099,25,0,Hadza,1,0.511237102
X5.pound,12100,25,1,Hadza,0,0.511237102
X5.pound,12102,35,1,Hadza,0,0.511237102
X5.pound,12104,11,1,Hadza,0,0.511237102
X5.pound,12105,9,1,Hadza,0,0.511237102
X5.pound,12106,7,1,Hadza,0,0.511237102
X5.pound,12109,17,1,Hadza,0,0.511237102
X5.pound,12110,14,1,Hadza,0,0.511237102
X5.pound,12111,17,1,Hadza,0,0.511237102
X5.pound,12118,65,0,Hadza,1,0.511237102
X5.pound,12119,25,0,Hadza,1,0.511237102
X5.pound,12120,25,1,Hadza,0,0.511237102
X5.pound,12124,65,0,Hadza,1,0.511237102
X5.pound,12127,65,1,Hadza,0,0.511237102
X5.pound,12128,55,0,Hadza,1,0.511237102
X5.pound,12129,35,1,Hadza,0,0.511237102
X5.pound,12130,35,0,Hadza,1,0.511237102
X5.pound,12133,35,1,Hadza,0,0.511237102
X5.pound,12134,35,0,Hadza,1,0.511237102
X5.pound,12138,9,0,Hadza,1,0.511237102
X5.pound,12139,25,1,Hadza,0,0.511237102
X5.pound,12145,55,0,Hadza,1,0.511237102
X5.pound,12146,55,1,Hadza,1,0.511237102
X5.pound,12147,35,1,Hadza,0,0.511237102
X5.pound,12148,45,0,Hadza,1,0.511237102
X5.pound,12149,45,1,Hadza,1,0.511237102
X5.pound,12150,35,0,Hadza,1,0.511237102
X5.pound,12151,35,1,Hadza,0,0.511237102
X5.pound,12157,45,1,Hadza,1,0.511237102
X5.pound,12158,35,0,Hadza,1,0.511237102
X5.pound,12159,13,0,Hadza,1,0.511237102
X5.pound,12161,6,0,Hadza,1,0.511237102
X5.pound,12163,19,0,Hadza,1,0.511237102
X5.pound,12164,35,0,Hadza,1,0.511237102
X5.pound,12165,35,0,Hadza,1,0.511237102
X6.butcher,12005,11,1,Hadza,1,0.489808002
X6.butcher,12006,13,1,Hadza,0,0.489808002
X6.butcher,12007,16,1,Hadza,1,0.489808002
X6.butcher,12008,14,0,Hadza,0,0.489808002
X6.butcher,12017,17,0,Hadza,0,0.489808002
X6.butcher,12018,16,0,Hadza,0,0.489808002
X6.butcher,12019,18,1,Hadza,1,0.489808002
X6.butcher,12020,13,1,Hadza,1,0.489808002
X6.butcher,12021,14,1,Hadza,1,0.489808002
X6.butcher,12022,13,1,Hadza,1,0.489808002
X6.butcher,12027,55,1,Hadza,1,0.489808002
X6.butcher,12029,55,0,Hadza,0,0.489808002
X6.butcher,12032,25,1,Hadza,1,0.489808002
X6.butcher,12034,45,0,Hadza,0,0.489808002
X6.butcher,12035,45,1,Hadza,1,0.489808002
X6.butcher,12036,35,0,Hadza,0,0.489808002
X6.butcher,12037,65,0,Hadza,0,0.489808002
X6.butcher,12038,25,0,Hadza,0,0.489808002
X6.butcher,12039,25,1,Hadza,1,0.489808002
X6.butcher,12040,15,1,Hadza,1,0.489808002
X6.butcher,12041,55,0,Hadza,0,0.489808002
X6.butcher,12042,65,1,Hadza,1,0.489808002
X6.butcher,12043,65,1,Hadza,1,0.489808002
X6.butcher,12044,65,0,Hadza,0,0.489808002
X6.butcher,12045,35,1,Hadza,1,0.489808002
X6.butcher,12046,25,0,Hadza,0,0.489808002
X6.butcher,12049,35,1,Hadza,1,0.489808002
X6.butcher,12051,25,1,Hadza,1,0.489808002
X6.butcher,12052,25,1,Hadza,1,0.489808002
X6.butcher,12053,25,1,Hadza,1,0.489808002
X6.butcher,12054,25,1,Hadza,1,0.489808002
X6.butcher,12055,35,1,Hadza,1,0.489808002
X6.butcher,12056,25,0,Hadza,0,0.489808002
X6.butcher,12057,35,1,Hadza,1,0.489808002
X6.butcher,12058,25,1,Hadza,1,0.489808002
X6.butcher,12060,25,1,Hadza,1,0.489808002
X6.butcher,12078,14,0,Hadza,0,0.489808002
X6.butcher,12079,13,0,Hadza,0,0.489808002
X6.butcher,12080,10,1,Hadza,0,0.489808002
X6.butcher,12081,7,1,Hadza,1,0.489808002
X6.butcher,12083,15,0,Hadza,0,0.489808002
X6.butcher,12084,45,1,Hadza,1,0.489808002
X6.butcher,12085,45,0,Hadza,1,0.489808002
X6.butcher,12086,55,0,Hadza,0,0.489808002
X6.butcher,12087,55,1,Hadza,1,0.489808002
X6.butcher,12089,25,1,Hadza,1,0.489808002
X6.butcher,12090,65,1,Hadza,1,0.489808002
X6.butcher,12091,25,0,Hadza,0,0.489808002
X6.butcher,12093,25,1,Hadza,1,0.489808002
