skill,ID,age,sex,value,meanz,Culture,sex_pathway
X15.butcherfish_from,2025,45,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2034,35,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2508,14,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2524,12,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2526,14,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2583,14,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2585,14,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2587,18,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2588,13,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2594,14,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2596,16,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2600,17,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2612,65,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2623,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2655,65,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2656,25,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2658,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2661,18,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2663,35,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2664,16,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2667,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2668,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2673,45,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2678,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2899,25,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,2999,25,0,mother,-0.723636237,BaYaka,Female
X16.fishpoison_from,1007,12,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1010,8,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1016,14,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1029,17,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1038,15,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1102,25,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1106,45,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1107,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1109,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1114,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1115,65,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1116,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1118,55,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1120,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1121,25,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,1122,25,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2025,45,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2585,14,1,grandmother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2587,18,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2594,14,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2596,16,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2599,17,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2600,17,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2656,25,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2658,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2661,18,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2667,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2668,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2673,45,1,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2678,35,0,mother,-0.457338102,BaYaka,Female
X16.fishpoison_from,2999,25,0,mother,-0.457338102,BaYaka,Female
X17.nethunt_from,1010,8,1,mother,0.741003508,BaYaka,Female
X17.nethunt_from,1106,45,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,1112,35,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,1115,65,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,2025,45,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,2600,17,1,mother,0.741003508,BaYaka,Female
X17.nethunt_from,2658,35,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,2667,35,0,mother,0.741003508,BaYaka,Female
X17.nethunt_from,2678,35,0,mother,0.741003508,BaYaka,Female
X18.climbigtree_from,2658,35,0,mother,1.383592484,BaYaka,Female
X18.climbigtree_from,2667,35,0,mother,1.383592484,BaYaka,Female
X19.traps_from,1115,65,0,mother,0.526807181,BaYaka,Female
X19.traps_from,2658,35,0,mother,0.526807181,BaYaka,Female
X19.traps_from,2667,35,0,mother,0.526807181,BaYaka,Female
X2.smalltree_from,1010,8,1,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1016,14,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1022,12,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1038,15,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1102,25,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1106,45,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1107,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1111,65,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1112,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1114,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1115,65,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1116,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,1118,55,0,grandmother,-1.209919788,BaYaka,Female
X2.smalltree_from,1121,25,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2025,45,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2035,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2526,14,1,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2583,14,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2587,18,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2588,13,1,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2596,16,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2609,35,1,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2612,65,1,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2613,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2623,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2655,65,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2658,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2661,18,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2666,55,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2667,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2668,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2678,35,0,mother,-1.209919788,BaYaka,Female
X2.smalltree_from,2999,25,0,mother,-1.209919788,BaYaka,Female
X20.pendi_from,1029,17,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1032,16,1,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1102,25,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1104,45,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1109,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1111,65,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1112,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1114,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1115,65,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1116,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1120,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,1121,25,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2025,45,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2587,18,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2596,16,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2655,65,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2658,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2667,35,0,mother,-0.295243584,BaYaka,Female
X20.pendi_from,2999,25,0,mother,-0.295243584,BaYaka,Female
X21.garden_from,1006,17,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1007,12,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1010,8,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1016,14,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1022,12,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1029,17,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1032,16,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1038,15,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1043,14,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1102,25,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1104,45,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1105,45,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1106,45,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1107,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1109,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1110,45,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1111,65,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1112,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1113,35,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1114,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1115,65,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1116,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1117,55,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1118,55,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1120,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1121,25,0,mother,1.505163372,BaYaka,Female
X21.garden_from,1122,25,1,mother,1.505163372,BaYaka,Female
X21.garden_from,1123,55,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2025,45,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2524,12,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2526,14,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2583,14,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2587,18,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2588,13,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2596,16,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2599,17,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2604,35,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2613,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2623,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2655,65,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2656,25,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2658,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2661,18,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2663,35,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2667,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2668,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2678,35,0,mother,1.505163372,BaYaka,Female
X21.garden_from,2899,25,1,mother,1.505163372,BaYaka,Female
X21.garden_from,2999,25,0,mother,1.505163372,BaYaka,Female
X23.kombi_from,1104,45,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,1114,35,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,2025,45,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,2587,18,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,2609,35,1,mother,1.372014305,BaYaka,Female
X23.kombi_from,2656,25,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,2658,35,0,mother,1.372014305,BaYaka,Female
X23.kombi_from,2667,35,0,mother,1.372014305,BaYaka,Female
X3.bigtree_from,1116,35,0,mother,1.290967048,BaYaka,Female
X3.bigtree_from,2658,35,0,mother,1.290967048,BaYaka,Female
X4.basket_from,1022,12,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1038,15,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1102,25,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1103,45,1,mother,0.411025382,BaYaka,Female
X4.basket_from,1104,45,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1106,45,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1107,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1109,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1110,45,1,mother,0.411025382,BaYaka,Female
X4.basket_from,1111,65,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1112,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1113,35,1,mother,0.411025382,BaYaka,Female
X4.basket_from,1114,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1115,65,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1117,55,1,mother,0.411025382,BaYaka,Female
X4.basket_from,1118,55,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1120,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1121,25,0,mother,0.411025382,BaYaka,Female
X4.basket_from,1122,25,1,mother,0.411025382,BaYaka,Female
X4.basket_from,1123,55,1,mother,0.411025382,BaYaka,Female
X4.basket_from,2025,45,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2035,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2587,18,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2599,17,1,mother,0.411025382,BaYaka,Female
X4.basket_from,2655,65,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2656,25,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2658,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2661,18,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2667,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2668,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2678,35,0,mother,0.411025382,BaYaka,Female
X4.basket_from,2999,25,0,mother,0.411025382,BaYaka,Female
X5.smokytorch_from,1102,25,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1106,45,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1107,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1109,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1111,65,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1115,65,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1116,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1118,55,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1120,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,1121,25,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2025,45,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2035,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2596,16,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2655,65,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2658,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2667,35,0,mother,-0.422603562,BaYaka,Female
X5.smokytorch_from,2999,25,0,mother,-0.422603562,BaYaka,Female
X6.doka_from,1006,17,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1016,14,0,grandmother,-0.133149068,BaYaka,Female
X6.doka_from,1029,17,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1032,16,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1038,15,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1043,14,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1101,25,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1102,25,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1103,45,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1104,45,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1106,45,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1107,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1109,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1110,45,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1111,65,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1112,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1113,35,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1114,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1115,65,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1116,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1117,55,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1118,55,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1119,25,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1120,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1121,25,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,1122,25,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,1123,55,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2025,45,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2034,35,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2035,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2508,14,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2524,12,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2526,14,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2583,14,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2585,14,1,grandmother,-0.133149068,BaYaka,Female
X6.doka_from,2587,18,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2588,13,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2594,14,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2596,16,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2599,17,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2600,17,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2613,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2623,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2655,65,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2656,25,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2658,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2661,18,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2663,35,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2664,16,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2666,55,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2667,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2668,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2678,35,0,mother,-0.133149068,BaYaka,Female
X6.doka_from,2899,25,1,mother,-0.133149068,BaYaka,Female
X6.doka_from,2999,25,0,mother,-0.133149068,BaYaka,Female
X7.firewood_from,1006,17,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1007,12,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1022,12,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1024,10,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1029,17,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1032,16,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1038,15,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1043,14,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1101,25,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1102,25,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1103,45,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1104,45,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1106,45,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1107,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1109,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1110,45,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1111,65,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1112,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1113,35,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1114,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1115,65,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1116,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1118,55,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1119,25,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1121,25,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,1122,25,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2025,45,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2035,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2508,14,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2524,12,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2583,14,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2587,18,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2588,13,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2594,14,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2596,16,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2600,17,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2612,65,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2613,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2623,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2655,65,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2656,25,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2658,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2661,18,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2663,35,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2667,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2668,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2673,45,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2678,35,0,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2899,25,1,mother,-0.353134485,BaYaka,Female
X7.firewood_from,2999,25,0,mother,-0.353134485,BaYaka,Female
X8.fishtrap_from,1006,17,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1022,12,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1032,16,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1038,15,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1043,14,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1102,25,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1103,45,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1104,45,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1106,45,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1107,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1109,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1111,65,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1112,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1113,35,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1114,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1115,65,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1116,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1118,55,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1120,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1121,25,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,1123,55,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2025,45,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2034,35,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2524,12,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2585,14,1,aunt,-0.364712664,BaYaka,Female
X8.fishtrap_from,2587,18,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2596,16,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2599,17,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2612,65,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2623,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2655,65,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2656,25,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2658,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2663,35,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2667,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2673,45,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2678,35,0,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2899,25,1,mother,-0.364712664,BaYaka,Female
X8.fishtrap_from,2999,25,0,mother,-0.364712664,BaYaka,Female
X9.gun_from,2658,35,0,mother,1.16360707,BaYaka,Female
X1.digtuber_from,12007,16,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12008,14,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12018,16,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12019,18,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12020,13,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12029,55,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12032,25,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12034,45,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12035,45,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12036,35,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12037,65,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12038,25,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12040,15,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12041,55,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12044,65,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12045,35,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12046,25,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12049,35,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12056,25,0,mother,0.939819103,Hadza,Female
X1.digtuber_from,12057,35,1,mother,0.939819103,Hadza,Female
X1.digtuber_from,12060,25,1,women,0.939819103,Hadza,Female
X1.digtuber_from,12078,14,0,mother,0.939819103,Hadza,Female
