skill,ID,age,sex,value,meanz,Culture,sex_pathway
X6.butcher_from,12081,7,1,father,0.489808002,Hadza,Male
X6.butcher_from,12084,45,1,father,0.489808002,Hadza,Male
X6.butcher_from,12085,45,0,father,0.489808002,Hadza,Male
X6.butcher_from,12087,55,1,father,0.489808002,Hadza,Male
X6.butcher_from,12089,25,1,father,0.489808002,Hadza,Male
X6.butcher_from,12090,65,1,father,0.489808002,Hadza,Male
X6.butcher_from,12093,25,1,uncleandelders,0.489808002,Hadza,Male
X6.butcher_from,12097,45,1,father,0.489808002,Hadza,Male
X6.butcher_from,12105,9,1,father,0.489808002,Hadza,Male
X6.butcher_from,12106,7,1,father,0.489808002,Hadza,Male
X6.butcher_from,12109,17,1,father,0.489808002,Hadza,Male
X6.butcher_from,12110,14,1,father,0.489808002,Hadza,Male
X6.butcher_from,12111,17,1,father,0.489808002,Hadza,Male
X6.butcher_from,12129,35,1,father,0.489808002,Hadza,Male
X6.butcher_from,12133,35,1,father,0.489808002,Hadza,Male
X6.butcher_from,12139,25,1,father,0.489808002,Hadza,Male
X6.butcher_from,12147,35,1,father,0.489808002,Hadza,Male
X6.butcher_from,12149,45,1,father,0.489808002,Hadza,Male
X6.butcher_from,12150,35,0,men,0.489808002,Hadza,Male
X6.butcher_from,12157,45,1,brother,0.489808002,Hadza,Male
X7.pegs_from,12005,11,1,grandfather,0.607668052,Hadza,Male
X7.pegs_from,12006,13,1,grandfather,0.607668052,Hadza,Male
X7.pegs_from,12007,16,1,grandfather,0.607668052,Hadza,Male
X7.pegs_from,12019,18,1,father,0.607668052,Hadza,Male
X7.pegs_from,12022,13,1,father,0.607668052,Hadza,Male
X7.pegs_from,12032,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12035,45,1,father,0.607668052,Hadza,Male
X7.pegs_from,12038,25,0,father,0.607668052,Hadza,Male
X7.pegs_from,12039,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12040,15,1,father,0.607668052,Hadza,Male
X7.pegs_from,12042,65,1,father,0.607668052,Hadza,Male
X7.pegs_from,12043,65,1,father,0.607668052,Hadza,Male
X7.pegs_from,12045,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12051,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12052,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12053,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12054,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12055,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12057,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12060,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12081,7,1,father,0.607668052,Hadza,Male
X7.pegs_from,12084,45,1,father,0.607668052,Hadza,Male
X7.pegs_from,12087,55,1,fatherandgrandfather,0.607668052,Hadza,Male
X7.pegs_from,12089,25,1,uncle,0.607668052,Hadza,Male
X7.pegs_from,12090,65,1,father,0.607668052,Hadza,Male
X7.pegs_from,12097,45,1,father,0.607668052,Hadza,Male
X7.pegs_from,12099,25,0,husband,0.607668052,Hadza,Male
X7.pegs_from,12100,25,1,olderchildren,0.607668052,Hadza,Male
X7.pegs_from,12102,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12104,11,1,father,0.607668052,Hadza,Male
X7.pegs_from,12105,9,1,teenboys,0.607668052,Hadza,Male
X7.pegs_from,12109,17,1,father,0.607668052,Hadza,Male
X7.pegs_from,12110,14,1,brother,0.607668052,Hadza,Male
X7.pegs_from,12111,17,1,father,0.607668052,Hadza,Male
X7.pegs_from,12120,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12129,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12133,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12139,25,1,father,0.607668052,Hadza,Male
X7.pegs_from,12147,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12149,45,1,father,0.607668052,Hadza,Male
X7.pegs_from,12151,35,1,father,0.607668052,Hadza,Male
X7.pegs_from,12157,45,1,father,0.607668052,Hadza,Male
X9.baobabstick_from,12005,11,1,grandfather,-0.645934302,Hadza,Male
X9.baobabstick_from,12007,16,1,grandfather,-0.645934302,Hadza,Male
X9.baobabstick_from,12017,17,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12018,16,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12019,18,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12022,13,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12027,55,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12029,55,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12032,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12035,45,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12037,65,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12038,25,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12040,15,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12042,65,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12043,65,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12051,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12052,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12054,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12055,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12057,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12060,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12078,14,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12079,13,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12080,10,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12081,7,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12083,15,0,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12084,45,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12085,45,0,youngmen,-0.645934302,Hadza,Male
X9.baobabstick_from,12087,55,1,grandfather,-0.645934302,Hadza,Male
X9.baobabstick_from,12089,25,1,uncle,-0.645934302,Hadza,Male
X9.baobabstick_from,12090,65,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12093,25,1,uncle,-0.645934302,Hadza,Male
X9.baobabstick_from,12094,25,0,brother,-0.645934302,Hadza,Male
X9.baobabstick_from,12097,45,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12105,9,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12109,17,1,brother,-0.645934302,Hadza,Male
X9.baobabstick_from,12110,14,1,brother,-0.645934302,Hadza,Male
X9.baobabstick_from,12111,17,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12118,65,0,men,-0.645934302,Hadza,Male
X9.baobabstick_from,12120,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12127,65,1,brother,-0.645934302,Hadza,Male
X9.baobabstick_from,12129,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12133,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12138,9,0,man,-0.645934302,Hadza,Male
X9.baobabstick_from,12139,25,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12147,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12149,45,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12150,35,0,men,-0.645934302,Hadza,Male
X9.baobabstick_from,12151,35,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12157,45,1,father,-0.645934302,Hadza,Male
X9.baobabstick_from,12165,35,0,father,-0.645934302,Hadza,Male
X1.hole_from,1006,17,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1007,12,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1022,12,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1024,10,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1029,17,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1038,15,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1043,14,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1101,25,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1102,25,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1103,45,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1106,45,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1107,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1109,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1110,45,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1111,65,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1112,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1113,35,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1114,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1115,65,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1116,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1117,55,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1118,55,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1119,25,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,1121,25,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,1122,25,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2025,45,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2035,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2583,14,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2585,14,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2587,18,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2588,13,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2594,14,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2596,16,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2599,17,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2600,17,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2609,35,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2612,65,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2613,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2623,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2655,65,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2656,25,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2658,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2661,18,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2663,35,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2664,16,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2666,55,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2667,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2668,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2678,35,0,mother,-0.712058057,BaYaka,Female
X1.hole_from,2899,25,1,mother,-0.712058057,BaYaka,Female
X1.hole_from,2999,25,0,mother,-0.712058057,BaYaka,Female
X10.spear_from,1116,35,0,mother,1.221497968,BaYaka,Female
X10.spear_from,1121,25,0,mother,1.221497968,BaYaka,Female
X10.spear_from,2658,35,0,mother,1.221497968,BaYaka,Female
X11.koko_from,1016,14,0,grandmother,-1.372014305,BaYaka,Female
X11.koko_from,1022,12,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1029,17,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1038,15,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1043,14,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1102,25,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1104,45,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1105,45,1,wife,-1.372014305,BaYaka,Female
X11.koko_from,1106,45,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1107,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1109,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1110,45,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,1111,65,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1112,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1113,35,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,1114,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1115,65,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1116,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1117,55,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,1118,55,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1120,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1121,25,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,1122,25,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2025,45,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2508,14,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2524,12,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2583,14,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2585,14,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2587,18,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2594,14,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2596,16,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2599,17,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2600,17,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2613,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2623,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2655,65,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2656,25,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2658,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2661,18,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2663,35,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2666,55,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2667,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2668,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2673,45,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2678,35,0,mother,-1.372014305,BaYaka,Female
X11.koko_from,2899,25,1,mother,-1.372014305,BaYaka,Female
X11.koko_from,2999,25,0,mother,-1.372014305,BaYaka,Female
X12.jabuka_from,1022,12,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1029,17,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1038,15,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1043,14,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1102,25,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1104,45,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1105,45,1,wife,-1.209919788,BaYaka,Female
X12.jabuka_from,1106,45,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1107,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1109,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1111,65,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1112,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1113,35,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1114,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1115,65,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1116,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1118,55,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1120,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1121,25,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1122,25,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,1123,55,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2024,45,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2025,45,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2034,35,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2508,14,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2524,12,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2526,14,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2583,14,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2585,14,1,aunt,-1.209919788,BaYaka,Female
X12.jabuka_from,2587,18,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2594,14,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2596,16,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2599,17,1,grandmother,-1.209919788,BaYaka,Female
X12.jabuka_from,2612,65,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2623,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2655,65,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2656,25,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2658,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2661,18,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2663,35,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2667,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2668,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2673,45,1,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2678,35,0,mother,-1.209919788,BaYaka,Female
X12.jabuka_from,2999,25,0,mother,-1.209919788,BaYaka,Female
X13.mbila_from,1016,14,0,grandmother,-1.024668912,BaYaka,Female
X13.mbila_from,1022,12,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1029,17,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1038,15,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1043,14,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1102,25,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1104,45,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1105,45,1,wife,-1.024668912,BaYaka,Female
X13.mbila_from,1106,45,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1107,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1109,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1110,45,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1111,65,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1112,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1113,35,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1114,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1115,65,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1116,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1117,55,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1118,55,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1119,25,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1120,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1121,25,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1122,25,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,1123,55,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2025,45,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2034,35,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2508,14,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2524,12,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2526,14,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2583,14,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2585,14,1,grandmother,-1.024668912,BaYaka,Female
X13.mbila_from,2587,18,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2594,14,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2596,16,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2599,17,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2600,17,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2612,65,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2623,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2655,65,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2656,25,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2658,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2661,18,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2663,35,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2666,55,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2667,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2668,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2673,45,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2678,35,0,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2899,25,1,mother,-1.024668912,BaYaka,Female
X13.mbila_from,2999,25,0,mother,-1.024668912,BaYaka,Female
X14.butcheranimal_from,1006,17,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1007,12,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1010,8,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1016,14,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1022,12,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1029,17,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1032,16,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1038,15,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1043,14,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1101,25,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1102,25,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1103,45,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1104,45,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1106,45,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1107,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1109,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1110,45,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1111,65,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1112,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1113,35,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1114,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1115,65,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1116,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1118,55,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1119,25,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1120,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1121,25,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1122,25,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,1123,55,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2025,45,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2034,35,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2524,12,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2526,14,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2583,14,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2585,14,1,grandmother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2587,18,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2588,13,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2594,14,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2596,16,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2599,17,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2600,17,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2604,35,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2623,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2655,65,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2656,25,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2658,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2661,18,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2663,35,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2666,55,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2667,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2668,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2673,45,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2678,35,0,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2899,25,1,mother,-1.337279766,BaYaka,Female
X14.butcheranimal_from,2999,25,0,mother,-1.337279766,BaYaka,Female
X15.butcherfish_from,1006,17,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1007,12,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1010,8,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1016,14,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1022,12,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1024,10,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1029,17,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1032,16,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1038,15,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1043,14,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1101,25,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1102,25,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1103,45,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1104,45,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1105,45,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1106,45,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1107,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1109,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1110,45,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1111,65,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1112,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1113,35,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1114,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1115,65,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1116,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1117,55,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1118,55,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1119,25,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1120,35,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1121,25,0,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1122,25,1,mother,-0.723636237,BaYaka,Female
X15.butcherfish_from,1123,55,1,mother,-0.723636237,BaYaka,Female
