skill,ID,age,sex,value,meanz,culture,Pathway
X14.butcheranimal_from,2661,18,0,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2663,35,1,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2664,16,1,father,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2666,55,0,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2667,35,0,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2668,35,0,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2673,45,1,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2678,35,0,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2899,25,1,mother,-1.337279766,BaYaka,Vertical
X14.butcheranimal_from,2999,25,0,mother,-1.337279766,BaYaka,Vertical
X15.butcherfish_from,1006,17,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1007,12,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1010,8,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1016,14,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1022,12,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1024,10,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1029,17,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1032,16,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1038,15,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1043,14,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1101,25,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1102,25,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1103,45,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1104,45,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1105,45,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1106,45,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1107,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1108,35,1,father,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1109,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1110,45,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1111,65,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1112,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1113,35,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1114,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1115,65,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1116,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1117,55,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1118,55,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1119,25,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1120,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1121,25,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1122,25,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,1123,55,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2024,45,1,father,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2025,45,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2034,35,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2035,35,0,NA,-0.723636237,BaYaka,NA
X15.butcherfish_from,2508,14,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2524,12,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2526,14,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2583,14,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2585,14,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2587,18,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2588,13,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2594,14,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2596,16,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2599,17,1,father,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2600,17,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2604,35,1,father,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2607,35,0,NA,-0.723636237,BaYaka,NA
X15.butcherfish_from,2608,65,1,grandparents,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2609,35,1,NA,-0.723636237,BaYaka,NA
X15.butcherfish_from,2610,35,1,father,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2612,65,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2613,35,0,NA,-0.723636237,BaYaka,NA
X15.butcherfish_from,2623,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2655,65,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2656,25,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2658,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2660,35,1,NA,-0.723636237,BaYaka,NA
X15.butcherfish_from,2661,18,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2663,35,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2664,16,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2666,55,0,bothparents,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2667,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2668,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2673,45,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2678,35,0,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2899,25,1,mother,-0.723636237,BaYaka,Vertical
X15.butcherfish_from,2999,25,0,mother,-0.723636237,BaYaka,Vertical
X16.fishpoison_from,1006,17,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1007,12,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1010,8,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1016,14,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1022,12,0,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1024,10,1,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,1029,17,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1032,16,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1038,15,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1043,14,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,1101,25,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1102,25,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1103,45,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1104,45,0,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1105,45,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1106,45,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1107,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1108,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1109,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1110,45,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1111,65,0,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1112,35,0,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1113,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1114,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1115,65,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1116,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1117,55,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1118,55,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1119,25,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1120,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1121,25,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1122,25,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,1123,55,1,bothparents,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2024,45,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2025,45,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2034,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2035,35,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2508,14,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2524,12,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2526,14,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2583,14,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2585,14,1,grandmother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2587,18,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2588,13,1,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2594,14,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2596,16,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2599,17,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2600,17,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2604,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2607,35,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2608,65,1,grandparents,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2609,35,1,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2610,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2612,65,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2613,35,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2623,35,0,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2655,65,0,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2656,25,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2658,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2660,35,1,NA,-0.457338102,BaYaka,NA
X16.fishpoison_from,2661,18,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2663,35,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2664,16,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2666,55,0,bothparents,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2667,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2668,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2673,45,1,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2678,35,0,mother,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2899,25,1,father,-0.457338102,BaYaka,Vertical
X16.fishpoison_from,2999,25,0,mother,-0.457338102,BaYaka,Vertical
X17.nethunt_from,1006,17,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1007,12,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1010,8,1,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,1016,14,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1022,12,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1024,10,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1029,17,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1032,16,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1038,15,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1043,14,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1101,25,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1102,25,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1103,45,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1104,45,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1105,45,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1106,45,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,1107,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1108,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1109,35,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1110,45,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1111,65,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1112,35,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,1113,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1114,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1115,65,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,1116,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1117,55,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1118,55,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1119,25,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1120,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1121,25,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,1122,25,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,1123,55,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2024,45,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2025,45,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,2034,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2035,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2508,14,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2524,12,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2526,14,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2583,14,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2585,14,1,grandfather,0.741003508,BaYaka,Vertical
X17.nethunt_from,2587,18,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2588,13,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2594,14,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2596,16,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2599,17,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2600,17,1,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,2604,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2607,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2608,65,1,grandparents,0.741003508,BaYaka,Vertical
X17.nethunt_from,2609,35,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2610,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2612,65,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2613,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2623,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2655,65,0,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2656,25,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2658,35,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,2660,35,1,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2661,18,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2663,35,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2664,16,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2666,55,0,husband,0.741003508,BaYaka,Horizontal
X17.nethunt_from,2667,35,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,2668,35,0,NA,0.741003508,BaYaka,NA
X17.nethunt_from,2673,45,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2678,35,0,mother,0.741003508,BaYaka,Vertical
X17.nethunt_from,2899,25,1,father,0.741003508,BaYaka,Vertical
X17.nethunt_from,2999,25,0,father,0.741003508,BaYaka,Vertical
X18.climbigtree_from,1006,17,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1007,12,1,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1010,8,1,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1016,14,0,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1022,12,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1024,10,1,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1029,17,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1032,16,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1038,15,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1043,14,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1101,25,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1102,25,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1103,45,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1104,45,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1105,45,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1106,45,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1107,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1108,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1109,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1110,45,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1111,65,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1112,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1113,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1114,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1115,65,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1116,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1117,55,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1118,55,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1119,25,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1120,35,0,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1121,25,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,1122,25,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,1123,55,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2024,45,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2025,45,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2034,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2035,35,0,men,1.383592484,BaYaka,Oblique
X18.climbigtree_from,2508,14,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2524,12,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2526,14,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2583,14,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2585,14,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2587,18,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2588,13,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2594,14,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2596,16,0,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2599,17,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2600,17,1,oldermen,1.383592484,BaYaka,Oblique
X18.climbigtree_from,2604,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2607,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2608,65,1,grandparents,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2609,35,1,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2610,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2612,65,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2613,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2623,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2655,65,0,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2656,25,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2658,35,0,mother,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2660,35,1,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2661,18,0,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2663,35,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2664,16,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2666,55,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2667,35,0,mother,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2668,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2673,45,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2678,35,0,NA,1.383592484,BaYaka,NA
X18.climbigtree_from,2899,25,1,father,1.383592484,BaYaka,Vertical
X18.climbigtree_from,2999,25,0,father,1.383592484,BaYaka,Vertical
X19.traps_from,1006,17,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1007,12,1,NA,0.526807181,BaYaka,NA
X19.traps_from,1010,8,1,NA,0.526807181,BaYaka,NA
X19.traps_from,1016,14,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1022,12,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1024,10,1,NA,0.526807181,BaYaka,NA
X19.traps_from,1029,17,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1032,16,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1038,15,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1043,14,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1101,25,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1102,25,0,husband,0.526807181,BaYaka,Horizontal
X19.traps_from,1103,45,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1104,45,0,father,0.526807181,BaYaka,Vertical
X19.traps_from,1105,45,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1106,45,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1107,35,0,husband,0.526807181,BaYaka,Horizontal
X19.traps_from,1108,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1109,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1110,45,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1111,65,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1112,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1113,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1114,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1115,65,0,mother,0.526807181,BaYaka,Vertical
X19.traps_from,1116,35,0,husband,0.526807181,BaYaka,Horizontal
X19.traps_from,1117,55,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1118,55,0,husband,0.526807181,BaYaka,Horizontal
X19.traps_from,1119,25,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1120,35,0,husband,0.526807181,BaYaka,Horizontal
X19.traps_from,1121,25,0,NA,0.526807181,BaYaka,NA
X19.traps_from,1122,25,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,1123,55,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2024,45,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2025,45,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2034,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2035,35,0,father,0.526807181,BaYaka,Vertical
X19.traps_from,2508,14,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2524,12,1,NA,0.526807181,BaYaka,NA
X19.traps_from,2526,14,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2583,14,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2585,14,1,uncle,0.526807181,BaYaka,Oblique
X19.traps_from,2587,18,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2588,13,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2594,14,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2596,16,0,father,0.526807181,BaYaka,Vertical
X19.traps_from,2599,17,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2600,17,1,brotherinlaw,0.526807181,BaYaka,Horizontal
X19.traps_from,2604,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2607,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2608,65,1,grandparents,0.526807181,BaYaka,Vertical
X19.traps_from,2609,35,1,NA,0.526807181,BaYaka,NA
X19.traps_from,2610,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2612,65,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2613,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2623,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2655,65,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2656,25,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2658,35,0,mother,0.526807181,BaYaka,Vertical
X19.traps_from,2660,35,1,NA,0.526807181,BaYaka,NA
X19.traps_from,2661,18,0,father,0.526807181,BaYaka,Vertical
X19.traps_from,2663,35,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2664,16,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2666,55,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2667,35,0,mother,0.526807181,BaYaka,Vertical
X19.traps_from,2668,35,0,NA,0.526807181,BaYaka,NA
X19.traps_from,2673,45,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2678,35,0,father,0.526807181,BaYaka,Vertical
X19.traps_from,2899,25,1,father,0.526807181,BaYaka,Vertical
X19.traps_from,2999,25,0,father,0.526807181,BaYaka,Vertical
X2.smalltree_from,1006,17,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1007,12,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1010,8,1,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1016,14,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1022,12,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1024,10,1,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,1029,17,0,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1032,16,1,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,1038,15,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1043,14,0,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1101,25,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1102,25,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1103,45,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1104,45,0,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1105,45,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1106,45,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1107,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1108,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1109,35,0,father,-1.209919788,BaYaka,Vertical
