skill,ID,age,sex,value,meanz,culture,Pathway
X2.smalltree_from,1110,45,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1111,65,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1112,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1113,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1114,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1115,65,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1116,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1117,55,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1118,55,0,grandmother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1119,25,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1120,35,0,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,1121,25,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1122,25,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,1123,55,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2024,45,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2025,45,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2034,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2035,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2508,14,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2524,12,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2526,14,1,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2583,14,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2585,14,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2587,18,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2588,13,1,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2594,14,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2596,16,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2599,17,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2600,17,1,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,2604,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2607,35,0,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,2608,65,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2609,35,1,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2610,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2612,65,1,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2613,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2623,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2655,65,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2656,25,0,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2658,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2660,35,1,NA,-1.209919788,BaYaka,NA
X2.smalltree_from,2661,18,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2663,35,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2664,16,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2666,55,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2667,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2668,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2673,45,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2678,35,0,mother,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2899,25,1,father,-1.209919788,BaYaka,Vertical
X2.smalltree_from,2999,25,0,mother,-1.209919788,BaYaka,Vertical
X20.pendi_from,1006,17,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1007,12,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1010,8,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1016,14,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1022,12,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1024,10,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1029,17,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1032,16,1,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1038,15,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1043,14,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1101,25,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1102,25,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1103,45,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1104,45,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1105,45,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1106,45,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,1107,35,0,husband,-0.295243584,BaYaka,Horizontal
X20.pendi_from,1108,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1109,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1110,45,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1111,65,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1112,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1113,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1114,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1115,65,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1116,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1117,55,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1118,55,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1119,25,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1120,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1121,25,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,1122,25,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,1123,55,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2024,45,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2025,45,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2034,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2035,35,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2508,14,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2524,12,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2526,14,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2583,14,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2585,14,1,grandfather,-0.295243584,BaYaka,Vertical
X20.pendi_from,2587,18,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2588,13,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2594,14,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2596,16,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2599,17,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2600,17,1,oldermen,-0.295243584,BaYaka,Oblique
X20.pendi_from,2604,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2607,35,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2608,65,1,grandparents,-0.295243584,BaYaka,Vertical
X20.pendi_from,2609,35,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2610,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2612,65,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2613,35,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2623,35,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2655,65,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2656,25,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2658,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2660,35,1,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2661,18,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2663,35,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2664,16,1,bothparents,-0.295243584,BaYaka,Vertical
X20.pendi_from,2666,55,0,husband,-0.295243584,BaYaka,Horizontal
X20.pendi_from,2667,35,0,mother,-0.295243584,BaYaka,Vertical
X20.pendi_from,2668,35,0,NA,-0.295243584,BaYaka,NA
X20.pendi_from,2673,45,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2678,35,0,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2899,25,1,father,-0.295243584,BaYaka,Vertical
X20.pendi_from,2999,25,0,mother,-0.295243584,BaYaka,Vertical
X21.garden_from,1006,17,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1007,12,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1010,8,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1016,14,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1022,12,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1024,10,1,NA,1.505163372,BaYaka,NA
X21.garden_from,1029,17,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1032,16,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1038,15,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1043,14,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1101,25,1,NA,1.505163372,BaYaka,NA
X21.garden_from,1102,25,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1103,45,1,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,1104,45,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1105,45,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1106,45,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1107,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1108,35,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,1109,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1110,45,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1111,65,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1112,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1113,35,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1114,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1115,65,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1116,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1117,55,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1118,55,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1119,25,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,1120,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1121,25,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1122,25,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,1123,55,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2024,45,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,2025,45,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2034,35,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,2035,35,0,NA,1.505163372,BaYaka,NA
X21.garden_from,2508,14,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,2524,12,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2526,14,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2583,14,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2585,14,1,grandfather,1.505163372,BaYaka,Vertical
X21.garden_from,2587,18,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2588,13,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2594,14,1,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,2596,16,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2599,17,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2600,17,1,others,1.505163372,BaYaka,Oblique
X21.garden_from,2604,35,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2607,35,0,NA,1.505163372,BaYaka,NA
X21.garden_from,2608,65,1,grandparents,1.505163372,BaYaka,Vertical
X21.garden_from,2609,35,1,NA,1.505163372,BaYaka,NA
X21.garden_from,2610,35,1,father,1.505163372,BaYaka,Vertical
X21.garden_from,2612,65,1,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,2613,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2623,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2655,65,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2656,25,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2658,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2660,35,1,NA,1.505163372,BaYaka,NA
X21.garden_from,2661,18,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2663,35,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2664,16,1,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,2666,55,0,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,2667,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2668,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2673,45,1,bothparents,1.505163372,BaYaka,Vertical
X21.garden_from,2678,35,0,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2899,25,1,mother,1.505163372,BaYaka,Vertical
X21.garden_from,2999,25,0,mother,1.505163372,BaYaka,Vertical
X23.kombi_from,1006,17,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1007,12,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,1010,8,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,1016,14,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1022,12,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1024,10,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,1029,17,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1032,16,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,1038,15,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1043,14,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1101,25,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1102,25,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1103,45,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1104,45,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,1105,45,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1106,45,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1107,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1108,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1109,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1110,45,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1111,65,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,1112,35,0,bothparents,1.372014305,BaYaka,Vertical
X23.kombi_from,1113,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1114,35,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,1115,65,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1116,35,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1117,55,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1118,55,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1119,25,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1120,35,0,husband,1.372014305,BaYaka,Horizontal
X23.kombi_from,1121,25,0,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1122,25,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,1123,55,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2024,45,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2025,45,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2034,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2035,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2508,14,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2524,12,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2526,14,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2583,14,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2585,14,1,grandfather,1.372014305,BaYaka,Vertical
X23.kombi_from,2587,18,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2588,13,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,2594,14,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2596,16,0,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2599,17,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2600,17,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2604,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2607,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2608,65,1,grandparents,1.372014305,BaYaka,Vertical
X23.kombi_from,2609,35,1,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2610,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2612,65,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2613,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2623,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2655,65,0,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2656,25,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2658,35,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2660,35,1,NA,1.372014305,BaYaka,NA
X23.kombi_from,2661,18,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2663,35,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2664,16,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2666,55,0,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2667,35,0,mother,1.372014305,BaYaka,Vertical
X23.kombi_from,2668,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2673,45,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2678,35,0,NA,1.372014305,BaYaka,NA
X23.kombi_from,2899,25,1,father,1.372014305,BaYaka,Vertical
X23.kombi_from,2999,25,0,father,1.372014305,BaYaka,Vertical
X3.bigtree_from,1006,17,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1007,12,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1010,8,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1016,14,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1022,12,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1024,10,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1029,17,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1032,16,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1038,15,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1043,14,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1101,25,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1102,25,0,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1103,45,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1104,45,0,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1105,45,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1106,45,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1107,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1108,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1109,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1110,45,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1111,65,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1112,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1113,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1114,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1115,65,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1116,35,0,mother,1.290967048,BaYaka,Vertical
X3.bigtree_from,1117,55,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1118,55,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1119,25,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1120,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1121,25,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,1122,25,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,1123,55,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2024,45,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2025,45,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2034,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2035,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2508,14,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2524,12,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2526,14,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2583,14,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2585,14,1,grandfather,1.290967048,BaYaka,Vertical
X3.bigtree_from,2587,18,0,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2588,13,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2594,14,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2596,16,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2599,17,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2600,17,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2604,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2607,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2608,65,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2609,35,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2610,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2612,65,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2613,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2623,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2655,65,0,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2656,25,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2658,35,0,mother,1.290967048,BaYaka,Vertical
X3.bigtree_from,2660,35,1,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2661,18,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2663,35,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2664,16,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2666,55,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2667,35,0,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2668,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2673,45,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2678,35,0,NA,1.290967048,BaYaka,NA
X3.bigtree_from,2899,25,1,father,1.290967048,BaYaka,Vertical
X3.bigtree_from,2999,25,0,NA,1.290967048,BaYaka,NA
X4.basket_from,1006,17,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1007,12,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1010,8,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1016,14,0,NA,0.411025382,BaYaka,NA
X4.basket_from,1022,12,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1024,10,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1029,17,0,NA,0.411025382,BaYaka,NA
X4.basket_from,1032,16,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1038,15,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1043,14,0,NA,0.411025382,BaYaka,NA
X4.basket_from,1101,25,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,1102,25,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1103,45,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1104,45,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1105,45,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,1106,45,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1107,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1108,35,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,1109,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1110,45,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1111,65,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1112,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1113,35,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1114,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1115,65,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1116,35,0,NA,0.411025382,BaYaka,NA
X4.basket_from,1117,55,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1118,55,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1119,25,1,NA,0.411025382,BaYaka,NA
X4.basket_from,1120,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1121,25,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1122,25,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,1123,55,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2024,45,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2025,45,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2034,35,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,2035,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2508,14,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2524,12,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2526,14,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2583,14,0,NA,0.411025382,BaYaka,NA
X4.basket_from,2585,14,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2587,18,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2588,13,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2594,14,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,2596,16,0,NA,0.411025382,BaYaka,NA
X4.basket_from,2599,17,1,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2600,17,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2604,35,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2607,35,0,NA,0.411025382,BaYaka,NA
X4.basket_from,2608,65,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2609,35,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2610,35,1,father,0.411025382,BaYaka,Vertical
X4.basket_from,2612,65,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2613,35,0,friends,0.411025382,BaYaka,Horizontal
X4.basket_from,2623,35,0,NA,0.411025382,BaYaka,NA
X4.basket_from,2655,65,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2656,25,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2658,35,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2660,35,1,NA,0.411025382,BaYaka,NA
X4.basket_from,2661,18,0,mother,0.411025382,BaYaka,Vertical
X4.basket_from,2663,35,1,father,0.411025382,BaYaka,Vertical
