skill,ID,age,sex,value,meanz,culture,method
X19.traps_by,2585,14,1,observation,0.526807181,BaYaka,Observation
X19.traps_by,2588,13,1,observation,0.526807181,BaYaka,Observation
X19.traps_by,2594,14,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2596,16,0,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2599,17,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2600,17,1,observation,0.526807181,BaYaka,Observation
X19.traps_by,2604,35,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2608,65,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2609,35,1,own,0.526807181,BaYaka,Individual
X19.traps_by,2610,35,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2612,65,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2658,35,0,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2660,35,1,own,0.526807181,BaYaka,Individual
X19.traps_by,2661,18,0,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2663,35,1,observation,0.526807181,BaYaka,Observation
X19.traps_by,2664,16,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2667,35,0,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2673,45,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2678,35,0,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2899,25,1,taught,0.526807181,BaYaka,Teaching
X19.traps_by,2999,25,0,taught,0.526807181,BaYaka,Teaching
X2.smalltree_by,1006,17,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1007,12,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1010,8,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1016,14,0,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1022,12,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1029,17,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1032,16,1,own,-1.209919788,BaYaka,Individual
X2.smalltree_by,1038,15,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1043,14,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1101,25,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1102,25,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1103,45,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1104,45,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1105,45,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1106,45,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1107,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1108,35,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1109,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1110,45,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1111,65,0,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1112,35,0,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1113,35,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1114,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1115,65,0,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1116,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1117,55,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,1118,55,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1119,25,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1120,35,0,own,-1.209919788,BaYaka,Individual
X2.smalltree_by,1121,25,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1122,25,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,1123,55,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2024,45,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2025,45,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2034,35,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2035,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2508,14,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2524,12,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2526,14,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2583,14,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2585,14,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2587,18,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2588,13,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2594,14,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2596,16,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2599,17,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2600,17,1,own,-1.209919788,BaYaka,Individual
X2.smalltree_by,2604,35,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2607,35,0,own,-1.209919788,BaYaka,Individual
X2.smalltree_by,2608,65,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2609,35,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2610,35,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2612,65,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2613,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2623,35,0,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2655,65,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2656,25,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2658,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2660,35,1,own,-1.209919788,BaYaka,Individual
X2.smalltree_by,2661,18,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2663,35,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2664,16,1,observation,-1.209919788,BaYaka,Observation
X2.smalltree_by,2666,55,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2667,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2668,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2673,45,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2678,35,0,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2899,25,1,taught,-1.209919788,BaYaka,Teaching
X2.smalltree_by,2999,25,0,taught,-1.209919788,BaYaka,Teaching
X20.pendi_by,1006,17,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1016,14,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1029,17,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1032,16,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1038,15,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1043,14,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1102,25,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1103,45,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1104,45,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1105,45,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1107,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1108,35,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1109,35,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1110,45,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1111,65,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1112,35,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1113,35,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1114,35,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1115,65,0,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1116,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1117,55,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,1118,55,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1119,25,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1120,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1121,25,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1122,25,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,1123,55,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2024,45,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,2025,45,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2034,35,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2035,35,0,own,-0.295243584,BaYaka,Individual
X20.pendi_by,2508,14,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2524,12,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,2526,14,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2585,14,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2587,18,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2588,13,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2594,14,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2596,16,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2599,17,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2600,17,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,2604,35,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2607,35,0,own,-0.295243584,BaYaka,Individual
X20.pendi_by,2608,65,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2609,35,1,own,-0.295243584,BaYaka,Individual
X20.pendi_by,2610,35,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,2612,65,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2613,35,0,own,-0.295243584,BaYaka,Individual
X20.pendi_by,2655,65,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2656,25,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2658,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2660,35,1,own,-0.295243584,BaYaka,Individual
X20.pendi_by,2661,18,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2663,35,1,observation,-0.295243584,BaYaka,Observation
X20.pendi_by,2664,16,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2666,55,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2667,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2673,45,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2678,35,0,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2899,25,1,taught,-0.295243584,BaYaka,Teaching
X20.pendi_by,2999,25,0,taught,-0.295243584,BaYaka,Teaching
X21.garden_by,1006,17,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1007,12,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1010,8,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,1016,14,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1022,12,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1029,17,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1032,16,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,1038,15,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1043,14,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1102,25,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1103,45,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1104,45,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1105,45,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1106,45,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1107,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1108,35,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1109,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1110,45,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1111,65,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1112,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1113,35,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,1114,35,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,1115,65,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1116,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1117,55,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1118,55,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1119,25,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1120,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1121,25,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1122,25,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,1123,55,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2024,45,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,2025,45,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2034,35,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2035,35,0,own,1.505163372,BaYaka,Individual
X21.garden_by,2508,14,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2524,12,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,2526,14,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2583,14,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,2585,14,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2587,18,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2588,13,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,2594,14,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2596,16,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2599,17,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2600,17,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,2604,35,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2607,35,0,own,1.505163372,BaYaka,Individual
X21.garden_by,2608,65,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2609,35,1,own,1.505163372,BaYaka,Individual
X21.garden_by,2610,35,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2612,65,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2613,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2623,35,0,observation,1.505163372,BaYaka,Observation
X21.garden_by,2655,65,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2656,25,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2658,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2660,35,1,own,1.505163372,BaYaka,Individual
X21.garden_by,2661,18,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2663,35,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2664,16,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2666,55,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2667,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2668,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2673,45,1,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2678,35,0,taught,1.505163372,BaYaka,Teaching
X21.garden_by,2899,25,1,observation,1.505163372,BaYaka,Observation
X21.garden_by,2999,25,0,taught,1.505163372,BaYaka,Teaching
X23.kombi_by,1006,17,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1101,25,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,1102,25,0,observation,1.372014305,BaYaka,Observation
X23.kombi_by,1103,45,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1104,45,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1105,45,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1106,45,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1108,35,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1110,45,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1112,35,0,observation,1.372014305,BaYaka,Observation
X23.kombi_by,1113,35,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1114,35,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1115,65,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1116,35,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1117,55,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1118,55,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1119,25,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1120,35,0,observation,1.372014305,BaYaka,Observation
X23.kombi_by,1121,25,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1122,25,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,1123,55,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2024,45,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2025,45,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2034,35,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2035,35,0,own,1.372014305,BaYaka,Individual
X23.kombi_by,2508,14,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2524,12,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2526,14,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2585,14,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2587,18,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2594,14,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2596,16,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2599,17,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2600,17,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2604,35,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2608,65,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2609,35,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2610,35,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2612,65,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2655,65,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2656,25,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2658,35,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2660,35,1,own,1.372014305,BaYaka,Individual
X23.kombi_by,2663,35,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2664,16,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2666,55,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2667,35,0,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2673,45,1,taught,1.372014305,BaYaka,Teaching
X23.kombi_by,2899,25,1,observation,1.372014305,BaYaka,Observation
X23.kombi_by,2999,25,0,taught,1.372014305,BaYaka,Teaching
X3.bigtree_by,1006,17,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1101,25,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1102,25,0,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1103,45,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1104,45,0,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1105,45,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1108,35,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1110,45,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1113,35,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1116,35,0,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1117,55,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1119,25,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,1122,25,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,1123,55,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2024,45,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,2034,35,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2508,14,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,2526,14,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,2585,14,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2587,18,0,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2588,13,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2594,14,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2599,17,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2604,35,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2607,35,0,own,1.290967048,BaYaka,Individual
X3.bigtree_by,2608,65,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2609,35,1,own,1.290967048,BaYaka,Individual
X3.bigtree_by,2610,35,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2612,65,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2655,65,0,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2658,35,0,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,2660,35,1,own,1.290967048,BaYaka,Individual
X3.bigtree_by,2663,35,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2664,16,1,observation,1.290967048,BaYaka,Observation
X3.bigtree_by,2667,35,0,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2673,45,1,taught,1.290967048,BaYaka,Teaching
X3.bigtree_by,2899,25,1,observation,1.290967048,BaYaka,Observation
X4.basket_by,1022,12,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1038,15,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1101,25,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,1102,25,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1103,45,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1104,45,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1105,45,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,1106,45,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1107,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1108,35,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,1109,35,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1110,45,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,1111,65,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1112,35,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1113,35,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1114,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1115,65,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1116,35,0,own,0.411025382,BaYaka,Individual
X4.basket_by,1117,55,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,1118,55,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1120,35,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1121,25,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,1122,25,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,1123,55,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,2025,45,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2034,35,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2035,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2587,18,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2594,14,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2599,17,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2607,35,0,own,0.411025382,BaYaka,Individual
X4.basket_by,2609,35,1,own,0.411025382,BaYaka,Individual
X4.basket_by,2610,35,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2613,35,0,observation,0.411025382,BaYaka,Observation
X4.basket_by,2623,35,0,own,0.411025382,BaYaka,Individual
X4.basket_by,2655,65,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2656,25,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2658,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2660,35,1,own,0.411025382,BaYaka,Individual
X4.basket_by,2661,18,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2663,35,1,observation,0.411025382,BaYaka,Observation
X4.basket_by,2667,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2668,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2673,45,1,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2678,35,0,taught,0.411025382,BaYaka,Teaching
X4.basket_by,2999,25,0,taught,0.411025382,BaYaka,Teaching
X5.smokytorch_by,1006,17,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1032,16,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1101,25,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1102,25,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1103,45,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1104,45,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1105,45,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1106,45,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1107,35,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1108,35,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1109,35,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1110,45,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1111,65,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1113,35,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1115,65,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1116,35,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1117,55,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1118,55,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1119,25,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1120,35,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,1121,25,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1122,25,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,1123,55,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2024,45,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,2025,45,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2034,35,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2035,35,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2508,14,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,2524,12,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2526,14,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2585,14,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2587,18,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2594,14,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2596,16,0,taught,-0.422603562,BaYaka,Teaching
