skill,ID,age,sex,value,meanz,culture,method
X5.smokytorch_by,2599,17,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2604,35,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2607,35,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2608,65,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2609,35,1,own,-0.422603562,BaYaka,Individual
X5.smokytorch_by,2610,35,1,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,2612,65,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2655,65,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2656,25,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2658,35,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2660,35,1,own,-0.422603562,BaYaka,Individual
X5.smokytorch_by,2663,35,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2664,16,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2666,55,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2667,35,0,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2673,45,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2678,35,0,observation,-0.422603562,BaYaka,Observation
X5.smokytorch_by,2899,25,1,taught,-0.422603562,BaYaka,Teaching
X5.smokytorch_by,2999,25,0,taught,-0.422603562,BaYaka,Teaching
X6.doka_by,1006,17,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1016,14,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1022,12,0,own,-0.133149068,BaYaka,Individual
X6.doka_by,1029,17,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1032,16,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1038,15,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1043,14,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1101,25,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1102,25,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1103,45,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1104,45,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1105,45,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1106,45,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1107,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1108,35,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1109,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1110,45,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1111,65,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1112,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1113,35,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1114,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1115,65,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1116,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1117,55,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1118,55,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1119,25,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1120,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1121,25,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,1122,25,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,1123,55,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2024,45,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2025,45,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2034,35,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2035,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2508,14,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2524,12,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2526,14,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2583,14,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2585,14,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2587,18,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2588,13,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2594,14,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2596,16,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2599,17,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2600,17,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2604,35,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2607,35,0,own,-0.133149068,BaYaka,Individual
X6.doka_by,2608,65,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2609,35,1,own,-0.133149068,BaYaka,Individual
X6.doka_by,2610,35,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2612,65,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2613,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2623,35,0,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2655,65,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2656,25,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2658,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2660,35,1,own,-0.133149068,BaYaka,Individual
X6.doka_by,2661,18,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2663,35,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2664,16,1,observation,-0.133149068,BaYaka,Observation
X6.doka_by,2666,55,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2667,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2668,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2673,45,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2678,35,0,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2899,25,1,taught,-0.133149068,BaYaka,Teaching
X6.doka_by,2999,25,0,taught,-0.133149068,BaYaka,Teaching
X7.firewood_by,1006,17,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1007,12,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1016,14,0,own,-0.353134485,BaYaka,Individual
X7.firewood_by,1022,12,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1024,10,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1029,17,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1032,16,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1038,15,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1043,14,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1101,25,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1102,25,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1103,45,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1104,45,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1105,45,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1106,45,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1107,35,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1108,35,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1109,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1110,45,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1111,65,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1112,35,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1113,35,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1114,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1115,65,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1116,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1117,55,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1118,55,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1119,25,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1120,35,0,own,-0.353134485,BaYaka,Individual
X7.firewood_by,1121,25,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,1122,25,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,1123,55,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2024,45,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2025,45,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2034,35,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2035,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2508,14,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2524,12,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2526,14,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2583,14,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2585,14,1,own,-0.353134485,BaYaka,Individual
X7.firewood_by,2587,18,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2588,13,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2594,14,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2596,16,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2599,17,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2600,17,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2604,35,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2607,35,0,own,-0.353134485,BaYaka,Individual
X7.firewood_by,2608,65,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2609,35,1,own,-0.353134485,BaYaka,Individual
X7.firewood_by,2610,35,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2612,65,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2613,35,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2623,35,0,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2655,65,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2656,25,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2658,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2660,35,1,own,-0.353134485,BaYaka,Individual
X7.firewood_by,2661,18,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2663,35,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2664,16,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2666,55,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2667,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2668,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2673,45,1,observation,-0.353134485,BaYaka,Observation
X7.firewood_by,2678,35,0,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2899,25,1,taught,-0.353134485,BaYaka,Teaching
X7.firewood_by,2999,25,0,taught,-0.353134485,BaYaka,Teaching
X8.fishtrap_by,1006,17,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1016,14,0,own,-0.364712664,BaYaka,Individual
X8.fishtrap_by,1022,12,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1032,16,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1038,15,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1043,14,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1102,25,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1103,45,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1104,45,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1105,45,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1106,45,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1107,35,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1108,35,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1109,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1111,65,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1112,35,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1113,35,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1114,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1115,65,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1116,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1117,55,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1118,55,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,1120,35,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1121,25,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,1123,55,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2025,45,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2034,35,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2035,35,0,own,-0.364712664,BaYaka,Individual
X8.fishtrap_by,2508,14,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2524,12,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2585,14,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2587,18,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2594,14,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2596,16,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2599,17,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2607,35,0,own,-0.364712664,BaYaka,Individual
X8.fishtrap_by,2608,65,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2609,35,1,own,-0.364712664,BaYaka,Individual
X8.fishtrap_by,2610,35,1,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,2612,65,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2613,35,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,2623,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2655,65,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2656,25,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2658,35,0,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,2660,35,1,own,-0.364712664,BaYaka,Individual
X8.fishtrap_by,2663,35,1,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,2667,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2673,45,1,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2678,35,0,taught,-0.364712664,BaYaka,Teaching
X8.fishtrap_by,2899,25,1,observation,-0.364712664,BaYaka,Observation
X8.fishtrap_by,2999,25,0,taught,-0.364712664,BaYaka,Teaching
X9.gun_by,1006,17,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1101,25,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,1103,45,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,1105,45,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1108,35,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,1110,45,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,1113,35,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1117,55,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1119,25,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1122,25,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,1123,55,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2024,45,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,2034,35,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2508,14,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2526,14,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2585,14,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,2594,14,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2596,16,0,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2599,17,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2600,17,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2604,35,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2609,35,1,own,1.16360707,BaYaka,Individual
X9.gun_by,2610,35,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2612,65,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2655,65,0,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2658,35,0,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2660,35,1,own,1.16360707,BaYaka,Individual
X9.gun_by,2663,35,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,2664,16,1,observation,1.16360707,BaYaka,Observation
X9.gun_by,2667,35,0,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2673,45,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2899,25,1,taught,1.16360707,BaYaka,Teaching
X9.gun_by,2999,25,0,taught,1.16360707,BaYaka,Teaching
X1.digtuber_by,12005,11,1,own,0.939819103,Hadza,Individual
X1.digtuber_by,12007,16,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12008,14,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12017,17,0,own,0.939819103,Hadza,Individual
X1.digtuber_by,12018,16,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12019,18,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12020,13,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12021,14,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12022,13,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12027,55,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12029,55,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12032,25,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12034,45,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12035,45,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12036,35,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12037,65,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12038,25,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12040,15,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12041,55,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12042,65,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12044,65,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12045,35,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12046,25,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12049,35,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12053,25,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12056,25,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12057,35,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12060,25,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12078,14,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12079,13,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12081,7,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12083,15,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12084,45,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12085,45,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12086,55,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12087,55,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12089,25,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12090,65,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12091,25,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12093,25,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12095,25,0,own,0.939819103,Hadza,Individual
X1.digtuber_by,12096,45,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12097,45,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12099,25,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12100,25,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12104,11,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12105,9,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12110,14,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12111,17,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12118,65,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12119,25,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12120,25,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12124,65,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12128,55,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12129,35,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12130,35,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12133,35,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12134,35,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12138,9,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12145,55,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12146,55,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12147,35,1,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12148,45,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12149,45,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12150,35,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12151,35,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12157,45,1,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12158,35,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12159,13,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12161,6,0,taught,0.939819103,Hadza,Teaching
X1.digtuber_by,12163,19,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12164,35,0,observation,0.939819103,Hadza,Observation
X1.digtuber_by,12165,35,0,observation,0.939819103,Hadza,Observation
X10.kasha_by,12005,11,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12007,16,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12008,14,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12017,17,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12018,16,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12019,18,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12020,13,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12021,14,1,own,-1.728103856,Hadza,Individual
X10.kasha_by,12022,13,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12027,55,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12029,55,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12032,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12034,45,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12035,45,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12036,35,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12037,65,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12038,25,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12039,25,1,own,-1.728103856,Hadza,Individual
X10.kasha_by,12040,15,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12041,55,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12042,65,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12043,65,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12044,65,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12045,35,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12046,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12049,35,1,own,-1.728103856,Hadza,Individual
X10.kasha_by,12052,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12053,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12054,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12055,35,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12056,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12057,35,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12058,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12060,25,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12078,14,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12079,13,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12081,7,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12083,15,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12084,45,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12085,45,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12086,55,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12087,55,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12089,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12090,65,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12091,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12093,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12095,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12096,45,0,own,-1.728103856,Hadza,Individual
X10.kasha_by,12097,45,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12099,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12102,35,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12104,11,1,own,-1.728103856,Hadza,Individual
X10.kasha_by,12105,9,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12106,7,1,own,-1.728103856,Hadza,Individual
X10.kasha_by,12109,17,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12110,14,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12118,65,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12119,25,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12120,25,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12124,65,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12127,65,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12128,55,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12129,35,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12130,35,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12133,35,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12134,35,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12138,9,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12145,55,0,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12146,55,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12147,35,1,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12148,45,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12149,45,1,taught,-1.728103856,Hadza,Teaching
X10.kasha_by,12150,35,0,observation,-1.728103856,Hadza,Observation
X10.kasha_by,12151,35,1,observation,-1.728103856,Hadza,Observation
